company,vehicle_type,factor_circumvented,factor_name,geography_factor,geography_type,geography_factor_id,latitude,longitude,county_fips,tract_fips,block_group_fips,zip,place_name_fips,rate_bi,rate_pd_lpd_ppi,rate_comp,rate_coll,rate_loan,rate_me_wl_acr,rate_um_uim,rate_rent,rate_tow,rate_acpe,rate_comp_trlr,rate_coll_trlr
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,192,,,,,,,192,82,36,103,565,9,1248,48,35,7,3,31,79
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,193,,,,,,,193,83,40,112,384,10,791,30,24,4,3,33,54
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,194,,,,,,,194,50,27,183,384,17,449,17,24,4,5,55,54
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,195,,,,,,,195,57,33,129,349,12,342,13,22,4,3,39,49
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,196,,,,,,,196,71,31,367,276,35,753,29,17,3,11,111,39
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,197,,,,,,,197,79,33,435,332,41,723,28,21,4,13,131,46
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,198,,,,,,,198,77,28,115,366,11,540,20,23,4,3,35,51
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,199,,,,,,,199,67,36,95,358,9,616,23,22,4,2,28,50
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,200,,,,,,,200,88,31,108,513,10,1081,41,32,6,3,32,72
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,201,,,,,,,201,100,31,142,522,13,1416,54,33,6,4,43,73
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,202,,,,,,,202,104,31,240,673,22,1842,71,42,8,7,72,95
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,203,,,,,,,203,64,34,243,358,23,1065,41,22,4,7,73,50
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,204,,,,,,,204,94,38,137,366,13,1088,42,23,4,4,41,51
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,205,,,,,,,205,102,45,301,625,28,1301,50,39,7,9,91,88
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,206,,,,,,,206,95,39,98,565,9,730,28,35,7,2,29,79
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,207,,,,,,,207,81,32,86,496,8,654,25,31,6,2,26,70
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,208,,,,,,,208,80,31,80,405,7,822,31,25,5,2,24,57
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,209,,,,,,,209,81,37,170,530,16,1324,51,33,6,5,51,75
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,210,,,,,,,210,56,39,263,284,25,616,23,18,3,8,79,40
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,211,,,,,,,211,100,111,110,306,10,601,23,19,3,3,33,43
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,212,,,,,,,212,55,35,136,323,13,357,13,20,4,4,41,45
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,213,,,,,,,213,64,36,148,358,14,464,17,22,4,4,44,50
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,214,,,,,,,214,90,33,86,543,8,936,36,34,6,2,26,76
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,215,,,,,,,215,96,34,216,587,20,1469,56,37,7,6,65,82
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,216,,,,,,,216,49,27,119,366,11,502,19,23,4,3,36,51
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,217,,,,,,,217,58,41,195,319,18,571,22,20,4,5,59,45
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,218,,,,,,,218,48,32,154,509,14,433,16,32,6,4,46,72
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,219,,,,,,,219,72,29,105,440,10,715,27,27,5,3,31,62
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,220,,,,,,,220,69,34,170,375,16,449,17,23,4,5,51,53
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,221,,,,,,,221,55,31,413,280,39,403,15,17,3,12,125,39
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,222,,,,,,,222,82,33,110,518,10,1073,41,32,6,3,33,73
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,223,,,,,,,223,82,37,354,297,33,563,21,18,3,10,107,42
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,224,,,,,,,224,113,80,153,379,14,426,16,24,4,4,46,53
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,225,,,,,,,225,60,40,153,332,14,418,16,21,4,4,46,46
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,226,,,,,,,226,91,33,74,423,7,928,35,26,5,2,22,59
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,227,,,,,,,227,61,29,418,306,40,708,27,19,3,12,126,43
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,228,,,,,,,228,54,29,141,375,13,677,26,23,4,4,42,53
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,229,,,,,,,229,82,32,88,401,8,837,32,25,5,2,26,56
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,230,,,,,,,230,82,31,139,578,13,1225,47,36,7,4,42,81
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,231,,,,,,,231,80,31,100,535,9,685,26,33,6,3,30,75
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,232,,,,,,,232,81,30,66,414,6,875,33,26,5,2,20,58
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,233,,,,,,,233,81,30,139,561,13,1370,53,35,7,4,42,79
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,234,,,,,,,234,91,39,153,539,14,997,38,34,6,4,46,76
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,235,,,,,,,235,85,36,146,539,13,1294,50,34,6,4,44,76
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,236,,,,,,,236,60,29,282,392,27,578,22,24,4,8,85,55
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,237,,,,,,,237,76,37,102,410,9,807,31,26,5,3,30,57
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,238,,,,,,,238,55,33,129,526,12,494,19,33,6,3,39,74
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,239,,,,,,,239,70,33,114,505,10,875,33,32,6,3,34,71
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,240,,,,,,,240,87,39,129,401,12,753,29,25,5,3,39,56
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,241,,,,,,,241,80,40,105,392,10,708,27,24,4,3,31,55
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,242,,,,,,,242,56,37,149,302,14,411,15,19,3,4,45,42
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,243,,,,,,,243,85,37,137,384,13,799,30,24,4,4,41,54
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,244,,,,,,,244,85,37,248,569,23,799,30,36,7,7,75,80
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,245,,,,,,,245,85,37,137,384,13,799,30,24,4,4,41,54
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,246,,,,,,,246,82,45,102,556,9,753,29,35,6,3,30,78
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,247,,,,,,,247,90,50,100,401,9,829,32,25,5,3,30,56
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,248,,,,,,,248,83,38,354,470,33,746,28,29,5,10,107,66
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,249,,,,,,,249,79,39,127,518,12,936,36,32,6,3,38,73
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,250,,,,,,,250,88,31,93,319,8,586,22,20,4,2,28,45
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,251,,,,,,,251,76,43,100,410,9,685,26,26,5,3,30,57
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,252,,,,,,,252,79,53,86,358,8,647,25,22,4,2,26,50
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,253,,,,,,,253,86,38,90,569,8,1271,49,36,7,2,27,80
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,254,,,,,,,254,52,43,149,474,14,365,14,30,5,4,45,67
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,255,,,,,,,255,63,35,219,302,20,654,25,19,3,6,66,42
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,256,,,,,,,256,91,37,156,474,14,654,25,30,5,4,47,67
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,257,,,,,,,257,88,29,78,431,7,1005,38,27,5,2,23,61
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,258,,,,,,,258,88,29,139,353,13,601,23,22,4,4,42,50
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,259,,,,,,,259,78,42,163,306,15,685,26,19,3,4,49,43
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,260,,,,,,,260,86,34,165,561,15,1020,39,35,7,5,49,79
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,261,,,,,,,261,107,40,195,345,18,784,30,21,4,5,59,48
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,262,,,,,,,262,89,38,95,500,9,624,24,31,6,2,28,70
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,263,,,,,,,263,76,57,125,315,12,616,23,19,3,3,38,44
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,264,,,,,,,264,59,37,178,448,17,426,16,28,5,5,54,63
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,265,,,,,,,265,52,38,158,310,15,373,14,19,3,4,47,43
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,266,,,,,,,266,91,37,156,371,14,654,25,23,4,4,47,52
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,267,,,,,,,267,91,37,86,457,8,700,27,29,5,2,26,64
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,268,,,,,,,268,99,34,251,587,24,1560,60,37,7,7,76,82
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,269,,,,,,,269,58,28,388,427,37,433,16,27,5,11,117,60
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,270,,,,,,,270,82,36,296,310,28,692,26,19,3,8,89,43
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,271,,,,,,,271,88,31,119,336,11,936,36,21,4,3,36,47
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,272,,,,,,,272,88,31,93,414,8,586,22,26,5,2,28,58
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,273,,,,,,,273,82,45,102,453,9,867,33,28,5,3,30,64
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,274,,,,,,,274,54,37,311,306,29,380,14,19,3,9,94,43
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,275,,,,,,,275,71,60,117,341,11,449,17,21,4,3,35,48
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,276,,,,,,,276,82,36,165,310,15,692,26,19,3,5,49,43
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,277,,,,,,,277,82,36,296,461,28,692,26,29,5,8,89,65
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,278,,,,,,,278,86,51,136,500,13,1012,39,31,6,4,41,70
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,279,,,,,,,279,60,36,158,315,15,411,15,19,3,4,47,44
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,280,,,,,,,280,60,36,241,332,23,411,15,21,4,7,73,46
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,281,,,,,,,281,64,45,350,302,33,388,15,19,3,10,106,42
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,282,,,,,,,282,67,29,100,461,9,540,20,29,5,3,30,65
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,283,,,,,,,283,66,30,151,375,14,472,18,23,4,4,45,53
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,284,,,,,,,284,60,30,313,435,29,441,17,27,5,9,94,61
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,285,,,,,,,285,107,32,78,397,7,708,27,25,4,2,23,56
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,286,,,,,,,286,107,32,78,591,7,814,31,37,7,2,23,83
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,287,,,,,,,287,68,48,318,423,30,388,15,26,5,9,96,59
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,288,,,,,,,288,86,37,207,306,19,670,25,19,3,6,62,43
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,289,,,,,,,289,51,26,90,444,8,357,13,28,5,2,27,62
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,290,,,,,,,290,63,32,124,418,11,403,15,26,5,3,37,59
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,291,,,,,,,291,52,43,209,397,20,487,18,25,4,6,63,56
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,292,,,,,,,292,82,36,296,310,28,746,28,19,3,8,89,43
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,293,,,,,,,293,82,36,267,310,25,692,26,19,3,8,80,43
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,294,,,,,,,294,57,37,299,280,28,380,14,17,3,9,90,39
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,295,,,,,,,295,95,33,142,487,13,730,28,30,6,4,43,68
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,296,,,,,,,296,75,30,108,587,10,609,23,37,7,3,32,82
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,297,,,,,,,297,51,60,204,332,19,365,14,21,4,6,61,46
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,298,,,,,,,298,88,31,168,431,16,982,38,27,5,5,50,61
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,299,,,,,,,299,80,28,194,319,18,692,26,20,4,5,58,45
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,300,,,,,,,300,52,43,268,388,25,418,16,24,4,8,81,54
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,301,,,,,,,301,82,32,228,505,21,593,23,32,6,6,68,71
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,302,,,,,,,302,63,35,272,293,26,464,17,18,3,8,82,41
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,303,,,,,,,303,85,29,163,423,15,540,20,26,5,4,49,59
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,304,,,,,,,304,83,38,372,315,35,746,28,19,3,11,112,44
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,305,,,,,,,305,83,38,372,470,35,746,28,29,5,11,112,66
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,306,,,,,,,306,89,38,103,427,9,670,25,27,5,3,31,60
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,307,,,,,,,307,50,40,139,310,13,342,13,19,3,4,42,43
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,308,,,,,,,308,58,29,306,280,29,342,13,17,3,9,92,39
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,309,,,,,,,309,83,79,195,323,18,487,18,20,4,5,59,45
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,310,,,,,,,310,71,32,154,397,14,586,22,25,4,4,46,56
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,311,,,,,,,311,65,25,289,267,27,426,16,16,3,8,87,37
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,312,,,,,,,312,52,38,284,461,27,403,15,29,5,8,85,65
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,313,,,,,,,313,64,33,240,297,22,548,21,18,3,7,72,42
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,314,,,,,,,314,62,37,166,397,15,449,17,25,4,5,50,56
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,315,,,,,,,315,83,36,280,349,26,631,24,22,4,8,84,49
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,316,,,,,,,316,71,40,170,552,16,1164,45,35,6,5,51,78
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,317,,,,,,,317,83,79,148,431,14,487,18,27,5,4,44,61
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,318,,,,,,,318,78,26,277,423,26,593,23,26,5,8,83,59
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,319,,,,,,,319,86,34,91,397,8,609,23,25,4,2,27,56
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,320,,,,,,,320,68,32,284,263,27,517,20,16,3,8,85,37
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,321,,,,,,,321,92,29,151,466,14,890,34,29,5,4,45,65
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,322,,,,,,,322,67,30,243,293,23,540,20,18,3,7,73,41
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,323,,,,,,,323,88,29,78,530,7,601,23,33,6,2,23,75
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,324,,,,,,,324,56,37,149,401,14,411,15,25,5,4,45,56
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,325,,,,,,,325,66,30,303,410,28,472,18,26,5,9,91,57
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,326,,,,,,,326,67,29,117,328,11,700,27,20,4,3,35,46
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,327,,,,,,,327,59,34,217,224,20,525,20,14,2,6,65,31
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,328,,,,,,,328,71,33,398,435,38,510,19,27,5,12,120,61
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,329,,,,,,,329,74,32,308,379,29,753,29,24,4,9,93,53
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,330,,,,,,,330,84,33,119,349,11,1157,44,22,4,3,36,49
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,331,,,,,,,331,58,38,240,276,22,479,18,17,3,7,72,39
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,332,,,,,,,332,57,37,171,284,16,319,12,18,3,5,51,40
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,333,,,,,,,333,67,29,178,310,17,540,20,19,3,5,54,43
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,334,,,,,,,334,61,41,219,306,20,426,16,19,3,6,66,43
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,335,,,,,,,335,86,49,98,453,9,928,35,28,5,2,29,64
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,336,,,,,,,336,88,37,170,401,16,799,30,25,5,5,51,56
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,337,,,,,,,337,94,38,160,405,15,654,25,25,5,4,48,57
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,338,,,,,,,338,73,39,108,448,10,464,17,28,5,3,32,63
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,339,,,,,,,339,80,37,129,371,12,639,24,23,4,3,39,52
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,340,,,,,,,340,80,37,233,371,22,639,24,23,4,7,70,52
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,341,,,,,,,341,50,38,233,315,22,403,15,19,3,7,70,44
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,342,,,,,,,342,85,34,97,323,9,685,26,20,4,2,29,45
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,343,,,,,,,343,55,40,216,259,20,449,17,16,3,6,65,36
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,344,,,,,,,344,79,39,127,418,12,685,26,26,5,3,38,59
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,345,,,,,,,345,69,31,270,267,25,494,19,16,3,8,81,37
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,346,,,,,,,346,86,34,91,561,8,609,23,35,7,2,27,79
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,347,,,,,,,347,60,37,199,457,19,449,17,29,5,6,60,64
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,348,,,,,,,348,88,29,108,444,10,799,30,28,5,3,32,62
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,349,,,,,,,349,94,43,102,405,9,601,23,25,5,3,30,57
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,350,,,,,,,350,63,36,115,323,11,586,22,20,4,3,35,45
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,351,,,,,,,351,68,31,330,254,31,502,19,16,3,10,99,36
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,352,,,,,,,352,64,45,628,302,60,388,15,19,3,19,189,42
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,353,,,,,,,353,91,32,95,608,9,1164,45,38,7,2,28,86
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,354,,,,,,,354,91,32,95,608,9,807,31,38,7,2,28,86
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,355,,,,,,,355,57,45,129,375,12,350,13,23,4,3,39,53
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,356,,,,,,,356,73,31,185,297,17,472,18,18,3,5,56,42
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,357,,,,,,,357,95,33,160,526,15,631,24,33,6,4,48,74
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,358,,,,,,,358,55,32,291,375,27,692,26,23,4,8,88,53
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,359,,,,,,,359,64,34,335,401,32,426,16,25,5,10,101,56
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,360,,,,,,,360,66,31,142,384,13,517,20,24,4,4,43,54
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,361,,,,,,,361,60,29,468,405,44,525,20,25,5,14,141,57
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,362,,,,,,,362,60,43,362,397,34,654,25,25,4,11,109,56
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,363,,,,,,,363,69,25,401,401,38,449,17,25,5,12,121,56
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,364,,,,,,,364,71,41,638,263,61,411,15,16,3,19,193,37
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,365,,,,,,,365,62,34,202,319,19,418,16,20,4,6,61,45
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,366,,,,,,,366,66,33,285,310,27,464,17,19,3,8,86,43
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,367,,,,,,,367,73,33,108,539,10,654,25,34,6,3,32,76
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,368,,,,,,,368,64,36,168,470,16,433,16,29,5,5,50,66
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,369,,,,,,,369,74,26,149,371,14,586,22,23,4,4,45,52
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,370,,,,,,,370,80,37,110,664,10,654,25,42,8,3,33,93
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,371,,,,,,,371,73,31,211,371,20,472,18,23,4,6,63,52
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,372,,,,,,,372,56,36,495,293,47,464,17,18,3,15,149,41
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,373,,,,,,,373,60,37,139,319,13,433,16,20,4,4,42,45
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,374,,,,,,,374,58,34,384,392,36,395,15,24,4,11,116,55
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,375,,,,,,,375,58,36,597,250,57,494,19,15,3,18,180,35
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,376,,,,,,,376,68,29,115,483,11,723,28,30,6,3,35,68
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,377,,,,,,,377,73,33,136,500,13,1088,42,31,6,4,41,70
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,378,,,,,,,378,82,27,219,310,20,532,20,19,3,6,66,43
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,379,,,,,,,379,63,27,173,280,16,449,17,17,3,5,52,39
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,380,,,,,,,380,69,31,170,410,16,586,22,26,5,5,51,57
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,381,,,,,,,381,84,41,223,319,21,654,25,20,4,6,67,45
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,382,,,,,,,382,84,41,124,479,11,654,25,30,6,3,37,67
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,383,,,,,,,383,95,29,117,427,11,662,25,27,5,3,35,60
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,384,,,,,,,384,63,24,364,315,34,730,28,19,3,11,110,44
Progressive,Auto,zip,Vehicle Garaging Location Factor,Territory Code,place_name,385,,,,,,,385,60,36,158,315,15,411,15,19,3,4,47,44
