Census Tract,BI,PD,MLPD,PPI,PIP_MED,PIP_WL,COMP,COLL,CR,UM,UIM
26081001400,0.7190,0.7190,0.7190,0.7670,0.6831,0.6535,0.6558,0.8038,0.3429,0.6513,0.6513
26081001500,0.7642,0.7642,0.7642,0.8430,0.7535,0.7135,0.7039,0.8548,0.3722,0.7288,0.7288
26081001600,0.9300,0.9300,0.9300,0.8898,0.8665,1.0425,0.8456,1.0008,0.4767,0.9950,0.9950
26081001700,0.9328,0.9328,0.9328,0.8913,0.8688,1.0476,0.8481,1.0030,0.4784,0.9994,0.9994
26081001800,0.9311,0.9311,0.9311,0.8906,0.8686,1.0445,0.8471,0.9988,0.4772,0.9941,0.9941
26081001900,0.7165,0.7165,0.7165,0.7696,0.6831,0.6513,0.6513,0.8266,0.3500,0.6513,0.6513
26081002000,0.7041,0.7041,0.7041,0.7651,0.6872,0.6552,0.6951,0.7984,0.3500,0.6513,0.6513
26081002100,0.7362,0.7362,0.7362,0.7819,0.7047,0.6893,0.6536,0.8402,0.3679,0.6754,0.6754
26081002200,0.7257,0.7257,0.7257,0.7747,0.6923,0.6707,0.6575,0.8221,0.3559,0.6601,0.6601
26081002300,0.6907,0.6907,0.6907,0.7640,0.6711,0.6428,0.6596,0.8005,0.3496,0.6523,0.6523
26081002400,0.5773,0.5773,0.5773,0.7404,0.5774,0.5578,0.5756,0.7362,0.3451,0.6318,0.6318
26081002500,0.7247,0.7247,0.7247,0.7711,0.6860,0.6588,0.6588,0.8340,0.3573,0.6572,0.6572
26081002600,0.6835,0.6835,0.6835,0.7575,0.6941,0.6618,0.7682,0.7515,0.3500,0.6513,0.6513
26081002700,0.7165,0.7165,0.7165,0.7696,0.6831,0.6513,0.6513,0.8266,0.3500,0.6513,0.6513
26081002900,0.7165,0.7165,0.7165,0.7696,0.6831,0.6513,0.6513,0.8266,0.3500,0.6513,0.6513
26081003000,0.7165,0.7165,0.7165,0.7696,0.6831,0.6513,0.6513,0.8266,0.3500,0.6513,0.6513
26081003100,0.7165,0.7165,0.7165,0.7696,0.6831,0.6513,0.6513,0.8266,0.3500,0.6513,0.6513
26081003200,0.7165,0.7165,0.7165,0.7696,0.6831,0.6513,0.6513,0.8266,0.3500,0.6513,0.6513
26081003300,0.5493,0.5493,0.5493,0.7311,0.5625,0.5364,0.5625,0.7139,0.3325,0.6187,0.6187
26081003400,0.5565,0.5565,0.5565,0.7323,0.5680,0.5432,0.5706,0.7160,0.3326,0.6205,0.6205
26081003500,0.7165,0.7165,0.7165,0.7696,0.6831,0.6513,0.6513,0.8266,0.3500,0.6513,0.6513
26081003700,0.7165,0.7165,0.7165,0.7696,0.6831,0.6513,0.6513,0.8266,0.3500,0.6513,0.6513
26081003800,0.7165,0.7165,0.7165,0.7696,0.6831,0.6513,0.6513,0.8266,0.3500,0.6513,0.6513
26081003900,0.7165,0.7165,0.7165,0.7696,0.6831,0.6513,0.6513,0.8266,0.3500,0.6513,0.6513
26081004000,0.7165,0.7165,0.7165,0.7696,0.6831,0.6513,0.6513,0.8266,0.3500,0.6513,0.6513
26081004100,0.7223,0.7223,0.7223,0.7709,0.6896,0.6570,0.6625,0.8249,0.3500,0.6535,0.6535
26081004200,0.7165,0.7165,0.7165,0.7696,0.6831,0.6513,0.6513,0.8266,0.3500,0.6513,0.6513
26081004300,0.5515,0.5515,0.5515,0.7315,0.5651,0.5389,0.5675,0.7139,0.3328,0.6193,0.6193
26081004400,0.5581,0.5581,0.5581,0.7344,0.5687,0.5471,0.5688,0.7177,0.3362,0.6230,0.6230
26081004500,0.5535,0.5535,0.5535,0.7317,0.5648,0.5397,0.5636,0.7141,0.3331,0.6197,0.6197
26081004600,0.7299,0.7299,0.7299,0.7511,0.7302,0.6489,0.5646,0.7865,0.3496,0.6506,0.6506
26081010101,0.6673,0.6673,0.6673,0.7521,0.7005,0.6672,0.8274,0.7136,0.3500,0.6523,0.6523
26081010102,0.6774,0.6774,0.6774,0.7544,0.7105,0.6753,0.8389,0.7164,0.3500,0.6552,0.6552
26081010200,0.6670,0.6670,0.6670,0.7515,0.6996,0.6670,0.8266,0.7139,0.3500,0.6513,0.6513
26081010301,0.6673,0.6673,0.6673,0.7498,0.6932,0.6638,0.8064,0.7137,0.3504,0.6518,0.6518
26081010302,0.6746,0.6746,0.6746,0.7518,0.7031,0.6735,0.8235,0.7152,0.3510,0.6574,0.6574
26081010401,0.6680,0.6680,0.6680,0.7519,0.6993,0.6667,0.8231,0.7162,0.3500,0.6513,0.6513
26081010402,0.6670,0.6670,0.6670,0.7515,0.6996,0.6670,0.8266,0.7139,0.3500,0.6513,0.6513
26081010600,0.6637,0.6637,0.6637,0.7509,0.6951,0.6631,0.8177,0.7138,0.3495,0.6504,0.6504
26081010700,0.6670,0.6670,0.6670,0.7515,0.6996,0.6670,0.8266,0.7139,0.3500,0.6513,0.6513
26081010801,0.6647,0.6647,0.6647,0.7514,0.6971,0.6639,0.8197,0.7147,0.3494,0.6510,0.6510
26081010802,0.6639,0.6639,0.6639,0.7510,0.6957,0.6629,0.8161,0.7144,0.3495,0.6504,0.6504
26081010902,0.5508,0.5508,0.5508,0.7314,0.5640,0.5375,0.5625,0.7144,0.3327,0.6191,0.6191
26081010903,0.5503,0.5503,0.5503,0.7313,0.5637,0.5375,0.5648,0.7139,0.3327,0.6190,0.6190
26081010904,0.5524,0.5524,0.5524,0.7302,0.5665,0.5382,0.5624,0.7120,0.3321,0.6189,0.6189
26081011001,0.6676,0.6676,0.6676,0.7517,0.6837,0.6231,0.5756,0.7510,0.3500,0.6513,0.6513
26081011002,0.6603,0.6603,0.6603,0.7478,0.6726,0.6229,0.5892,0.7434,0.3507,0.6547,0.6547
26081011101,0.6345,0.6345,0.6345,0.7506,0.6681,0.6177,0.6147,0.7338,0.3492,0.6499,0.6499
26081011102,0.6678,0.6678,0.6678,0.7524,0.6823,0.6220,0.5692,0.7547,0.3500,0.6513,0.6513
26081011200,0.6660,0.6660,0.6660,0.7515,0.6814,0.6202,0.5658,0.7520,0.3497,0.6508,0.6508
26081011301,0.6666,0.6666,0.6666,0.7511,0.6819,0.6204,0.5644,0.7515,0.3503,0.6524,0.6524
26081011302,0.6548,0.6548,0.6548,0.7484,0.6679,0.6154,0.5685,0.7463,0.3491,0.6507,0.6507
26081011401,0.5751,0.5751,0.5751,0.7527,0.6392,0.5962,0.5832,0.7241,0.3500,0.6513,0.6513
26081011403,0.5646,0.5646,0.5646,0.7515,0.6360,0.5921,0.5782,0.7165,0.3500,0.6513,0.6513
26081011405,0.5697,0.5697,0.5697,0.7498,0.6351,0.5963,0.5803,0.7158,0.3509,0.6541,0.6541
26081011406,0.5790,0.5790,0.5790,0.7446,0.6275,0.6077,0.5887,0.7103,0.3537,0.6627,0.6627
26081011500,0.7142,0.7142,0.7142,0.7650,0.6774,0.6570,0.6540,0.8163,0.3520,0.6587,0.6587
26081011600,0.9121,0.9121,0.9121,0.8809,0.8538,1.0186,0.8328,0.9830,0.4698,0.9780,0.9780
26081011701,0.9331,0.9331,0.9331,0.8916,0.8674,1.0461,0.8477,1.0003,0.4794,1.0021,1.0021
26081011702,0.9374,0.9374,0.9374,0.8939,0.8728,1.0560,0.8523,1.0068,0.4811,1.0068,1.0068
26081011801,0.5501,0.5501,0.5501,0.7308,0.5624,0.5378,0.5633,0.7134,0.3329,0.6198,0.6198
26081011803,0.5538,0.5538,0.5538,0.7321,0.5659,0.5405,0.5654,0.7157,0.3347,0.6244,0.6244
26081011804,0.5493,0.5493,0.5493,0.7311,0.5625,0.5364,0.5625,0.7139,0.3325,0.6187,0.6187
26081011901,0.5493,0.5493,0.5493,0.7311,0.5625,0.5364,0.5625,0.7139,0.3325,0.6187,0.6187
26081011902,0.5493,0.5493,0.5493,0.7311,0.5625,0.5364,0.5625,0.7139,0.3325,0.6187,0.6187
26081012002,0.5493,0.5493,0.5493,0.7311,0.5625,0.5364,0.5625,0.7139,0.3325,0.6187,0.6187
26081012003,0.5553,0.5553,0.5553,0.7312,0.5688,0.5421,0.5728,0.7133,0.3321,0.6201,0.6201
26081012004,0.6124,0.6124,0.6124,0.6500,0.6564,0.6258,0.8065,0.6347,0.2826,0.6021,0.6021
26081012201,0.5509,0.5509,0.5509,0.7313,0.5643,0.5374,0.5647,0.7133,0.3322,0.6190,0.6190
26081012202,0.5517,0.5517,0.5517,0.7311,0.5637,0.5378,0.5634,0.7138,0.3326,0.6202,0.6202
26081012203,0.5493,0.5493,0.5493,0.7311,0.5625,0.5364,0.5625,0.7139,0.3325,0.6187,0.6187
26081012300,0.5493,0.5493,0.5493,0.7311,0.5625,0.5364,0.5625,0.7139,0.3325,0.6187,0.6187
26081012400,0.5581,0.5581,0.5581,0.7348,0.5696,0.5482,0.5691,0.7206,0.3359,0.6275,0.6275
26081012500,0.5493,0.5493,0.5493,0.7311,0.5625,0.5364,0.5625,0.7139,0.3325,0.6187,0.6187
26081012604,0.5571,0.5571,0.5571,0.7329,0.5682,0.5418,0.5667,0.7192,0.3333,0.6202,0.6202
26081012605,0.5581,0.5581,0.5581,0.7503,0.5722,0.5522,0.5673,0.7209,0.3372,0.6340,0.6340
26081012606,0.5573,0.5573,0.5573,0.7322,0.5706,0.5429,0.5695,0.7159,0.3334,0.6204,0.6204
26081012607,0.5683,0.5683,0.5683,0.7463,0.5824,0.5548,0.5779,0.7225,0.3366,0.6346,0.6346
26081012608,0.5692,0.5692,0.5692,0.7447,0.5849,0.5575,0.5752,0.7237,0.3403,0.6386,0.6386
26081012701,0.7270,0.7270,0.7270,0.7507,0.7275,0.6470,0.5645,0.7854,0.3494,0.6501,0.6501
26081012702,0.5531,0.5531,0.5531,0.7318,0.5654,0.5401,0.5661,0.7153,0.3340,0.6204,0.6204
26081012703,0.7338,0.7338,0.7338,0.7515,0.7338,0.6513,0.5646,0.7881,0.3500,0.6513,0.6513
26081012800,0.7282,0.7282,0.7282,0.7509,0.7286,0.6478,0.5645,0.7859,0.3495,0.6503,0.6503
26081012901,0.7333,0.7333,0.7333,0.7520,0.7323,0.6513,0.5672,0.7892,0.3500,0.6513,0.6513
26081012902,0.7338,0.7338,0.7338,0.7515,0.7338,0.6513,0.5646,0.7881,0.3500,0.6513,0.6513
26081013000,0.9374,0.9374,0.9374,0.8939,0.8728,1.0560,0.8523,1.0068,0.4811,1.0068,1.0068
26081013100,0.9374,0.9374,0.9374,0.8939,0.8728,1.0560,0.8523,1.0068,0.4811,1.0068,1.0068
26081013200,0.9344,0.9344,0.9344,0.8922,0.8702,1.0505,0.8496,1.0044,0.4793,1.0020,1.0020
26081013300,0.7165,0.7165,0.7165,0.7696,0.6831,0.6513,0.6513,0.8266,0.3500,0.6513,0.6513
26081013400,0.7165,0.7165,0.7165,0.7696,0.6831,0.6513,0.6513,0.8266,0.3500,0.6513,0.6513
26081013500,0.7165,0.7165,0.7165,0.7696,0.6831,0.6513,0.6513,0.8266,0.3500,0.6513,0.6513
26081013600,0.7338,0.7338,0.7338,0.7515,0.7338,0.6513,0.5646,0.7881,0.3500,0.6513,0.6513
26081013700,0.7338,0.7338,0.7338,0.7515,0.7338,0.6513,0.5646,0.7881,0.3500,0.6513,0.6513
26081013801,0.7338,0.7338,0.7338,0.7515,0.7338,0.6513,0.5646,0.7881,0.3500,0.6513,0.6513
26081013802,0.7309,0.7309,0.7309,0.7515,0.7323,0.6520,0.5760,0.7849,0.3500,0.6513,0.6513
26081013900,0.7333,0.7333,0.7333,0.7590,0.7313,0.6496,0.5626,0.7889,0.3537,0.6550,0.6550
26081014000,0.7317,0.7317,0.7317,0.7515,0.7298,0.6508,0.5659,0.7853,0.3500,0.6513,0.6513
26081014100,0.7338,0.7338,0.7338,0.7515,0.7338,0.6513,0.5646,0.7881,0.3500,0.6513,0.6513
26081014200,0.7378,0.7378,0.7378,0.7521,0.7355,0.6616,0.5882,0.7842,0.3483,0.6538,0.6538
26081014300,0.7338,0.7338,0.7338,0.7515,0.7338,0.6513,0.5646,0.7881,0.3500,0.6513,0.6513
26081014501,0.7338,0.7338,0.7338,0.7515,0.7338,0.6513,0.5646,0.7881,0.3500,0.6513,0.6513
26081014502,0.7339,0.7339,0.7339,0.7576,0.7369,0.6596,0.5686,0.7879,0.3538,0.6551,0.6551
26081014601,0.5513,0.5513,0.5513,0.7314,0.5632,0.5381,0.5632,0.7137,0.3328,0.6193,0.6193
26081014602,0.5523,0.5523,0.5523,0.7318,0.5647,0.5385,0.5641,0.7159,0.3328,0.6193,0.6193
26081014701,0.7338,0.7338,0.7338,0.7515,0.7338,0.6513,0.5646,0.7881,0.3500,0.6513,0.6513
26081014703,0.7338,0.7338,0.7338,0.7515,0.7338,0.6513,0.5646,0.7881,0.3500,0.6513,0.6513
26081014704,0.7338,0.7338,0.7338,0.7515,0.7338,0.6513,0.5646,0.7881,0.3500,0.6513,0.6513
26081014803,0.5493,0.5493,0.5493,0.7311,0.5625,0.5364,0.5625,0.7139,0.3325,0.6187,0.6187
26081014804,0.5493,0.5493,0.5493,0.7311,0.5625,0.5364,0.5625,0.7139,0.3325,0.6187,0.6187
26081014805,0.5493,0.5493,0.5493,0.7311,0.5625,0.5364,0.5625,0.7139,0.3325,0.6187,0.6187
26081014806,0.5493,0.5493,0.5493,0.7311,0.5625,0.5364,0.5625,0.7139,0.3325,0.6187,0.6187
26081014807,0.5640,0.5640,0.5640,0.7357,0.5737,0.5562,0.5682,0.7214,0.3378,0.6250,0.6250
26083000100,0.5465,0.5465,0.5465,0.6012,0.5210,0.4968,0.6772,0.5088,0.2400,0.5210,0.5210
26085960100,0.9765,0.9765,0.9765,0.8266,0.9765,0.9092,1.1536,0.7487,0.3500,0.7515,0.7515
26085961100,0.9765,0.9765,0.9765,0.8266,0.9765,0.9092,1.1536,0.7487,0.3500,0.7515,0.7515
26085961200,0.9765,0.9765,0.9765,0.8266,0.9765,0.9092,1.1536,0.7487,0.3500,0.7515,0.7515
26085961300,0.9616,0.9616,0.9616,0.8211,0.9585,0.9015,1.1360,0.7467,0.3477,0.7465,0.7465
26087330000,0.9144,0.9144,0.9144,0.7927,0.8719,0.8929,1.0300,0.8719,0.3605,0.7740,0.7740
26087330500,0.9144,0.9144,0.9144,0.7927,0.8719,0.8929,1.0300,0.8719,0.3605,0.7740,0.7740
26087331000,0.9144,0.9144,0.9144,0.7927,0.8719,0.8929,1.0300,0.8719,0.3605,0.7740,0.7740
26087331500,0.9144,0.9144,0.9144,0.7927,0.8719,0.8929,1.0300,0.8719,0.3605,0.7740,0.7740
26087332000,0.9144,0.9144,0.9144,0.7927,0.8719,0.8929,1.0300,0.8719,0.3605,0.7740,0.7740
26087332500,0.9144,0.9144,0.9144,0.7927,0.8719,0.8929,1.0300,0.8719,0.3605,0.7740,0.7740
26087333000,0.9144,0.9144,0.9144,0.7927,0.8719,0.8929,1.0300,0.8719,0.3605,0.7740,0.7740
26087333500,0.9144,0.9144,0.9144,0.7927,0.8719,0.8929,1.0300,0.8719,0.3605,0.7740,0.7740
26087334000,0.9144,0.9144,0.9144,0.7927,0.8719,0.8929,1.0300,0.8719,0.3605,0.7740,0.7740
26087334500,0.9144,0.9144,0.9144,0.7927,0.8719,0.8929,1.0300,0.8719,0.3605,0.7740,0.7740
26087336000,0.9144,0.9144,0.9144,0.7927,0.8719,0.8929,1.0300,0.8719,0.3605,0.7740,0.7740
26087337000,0.9144,0.9144,0.9144,0.7927,0.8719,0.8929,1.0300,0.8719,0.3605,0.7740,0.7740
26087337500,0.9126,0.9126,0.9126,0.7918,0.8750,0.8927,1.0288,0.8658,0.3601,0.7731,0.7731
26087338000,0.9144,0.9144,0.9144,0.7927,0.8719,0.8929,1.0300,0.8719,0.3605,0.7740,0.7740
26087338500,0.9137,0.9137,0.9137,0.7923,0.8732,0.8928,1.0295,0.8694,0.3603,0.7736,0.7736
26087339000,0.9144,0.9144,0.9144,0.7927,0.8719,0.8929,1.0300,0.8719,0.3605,0.7740,0.7740
26087339500,0.9144,0.9144,0.9144,0.7927,0.8719,0.8929,1.0300,0.8719,0.3605,0.7740,0.7740
26087340000,0.9125,0.9125,0.9125,0.7934,0.8701,0.8942,1.0222,0.8718,0.3624,0.7735,0.7735
26087340500,0.9144,0.9144,0.9144,0.7927,0.8719,0.8929,1.0300,0.8719,0.3605,0.7740,0.7740
26087341000,0.9144,0.9144,0.9144,0.7927,0.8719,0.8929,1.0300,0.8719,0.3605,0.7740,0.7740
26087341500,0.9117,0.9117,0.9117,0.7921,0.8690,0.8895,1.0247,0.8688,0.3596,0.7721,0.7721
26087342000,0.9138,0.9138,0.9138,0.7972,0.8723,0.8919,1.0271,0.8708,0.3620,0.7767,0.7767
26087342100,0.9144,0.9144,0.9144,0.7927,0.8719,0.8929,1.0300,0.8719,0.3605,0.7740,0.7740
26089970100,0.7316,0.7316,0.7316,0.7504,0.6828,0.6650,0.6796,0.6650,0.3002,0.6512,0.6512
26089970200,0.7348,0.7348,0.7348,0.7523,0.6843,0.6686,0.6833,0.6686,0.3007,0.6522,0.6522
26089970300,0.7338,0.7338,0.7338,0.7515,0.6831,0.6670,0.6831,0.6670,0.3000,0.6513,0.6513
26089970400,0.7350,0.7350,0.7350,0.7673,0.6873,0.6761,0.6831,0.6746,0.3052,0.6633,0.6633
26089970500,0.7288,0.7288,0.7288,0.7464,0.6824,0.6624,0.6824,0.6620,0.2979,0.6468,0.6468
26089970600,0.7338,0.7338,0.7338,0.7515,0.6831,0.6670,0.6831,0.6670,0.3000,0.6513,0.6513
26091060100,0.8186,0.8186,0.8186,0.7543,0.7973,0.7878,0.8034,0.7587,0.3525,0.8315,0.8315
26091060301,0.7919,0.7919,0.7919,0.7260,0.7912,0.7758,0.8099,0.7395,0.3376,0.8139,0.8139
26091060302,0.7935,0.7935,0.7935,0.7190,0.7896,0.7723,0.8214,0.7364,0.3394,0.8086,0.8086
26091060401,0.8255,0.8255,0.8255,0.7570,0.7988,0.7877,0.8011,0.7680,0.3598,0.8291,0.8291
26091060402,0.8440,0.8440,0.8440,0.7497,0.8252,0.8041,0.8323,0.7683,0.3492,0.8445,0.8445
26091060500,0.8465,0.8465,0.8465,0.7515,0.8266,0.8071,0.8266,0.7696,0.3500,0.8465,0.8465
26091060600,0.8390,0.8390,0.8390,0.7515,0.8166,0.7993,0.8153,0.7706,0.3536,0.8411,0.8411
26091060700,0.8465,0.8465,0.8465,0.7515,0.8266,0.8071,0.8266,0.7696,0.3500,0.8465,0.8465
26091060800,0.8465,0.8465,0.8465,0.7515,0.8266,0.8071,0.8266,0.7696,0.3500,0.8465,0.8465
26091061200,0.8465,0.8465,0.8465,0.7515,0.8266,0.8071,0.8266,0.7696,0.3500,0.8465,0.8465
26091061301,0.8465,0.8465,0.8465,0.7610,0.8228,0.8152,0.8173,0.7773,0.3600,0.8370,0.8370
26091061302,0.8465,0.8465,0.8465,0.7515,0.8266,0.8071,0.8266,0.7696,0.3500,0.8465,0.8465
26091061400,0.8039,0.8039,0.8039,0.7440,0.7765,0.7582,0.7707,0.7654,0.3560,0.8269,0.8269
26091061500,0.8510,0.8510,0.8510,0.7925,0.8329,0.8248,0.8092,0.7885,0.3650,0.8695,0.8695
26091061600,0.8465,0.8465,0.8465,0.7515,0.8266,0.8071,0.8266,0.7696,0.3500,0.8465,0.8465
26091061700,0.8445,0.8445,0.8445,0.7522,0.8240,0.8046,0.8234,0.7695,0.3506,0.8445,0.8445
26091061800,0.8465,0.8465,0.8465,0.7515,0.8266,0.8071,0.8266,0.7696,0.3500,0.8465,0.8465
26091061900,0.8465,0.8465,0.8465,0.7515,0.8266,0.8071,0.8266,0.7696,0.3500,0.8465,0.8465
26091062000,0.8465,0.8465,0.8465,0.7515,0.8266,0.8071,0.8266,0.7696,0.3500,0.8465,0.8465
26091062100,0.8465,0.8465,0.8465,0.7515,0.8266,0.8071,0.8266,0.7696,0.3500,0.8465,0.8465
26091062200,0.8465,0.8465,0.8465,0.7515,0.8266,0.8071,0.8266,0.7696,0.3500,0.8465,0.8465
26091062300,0.8345,0.8345,0.8345,0.7501,0.8138,0.7944,0.8126,0.7643,0.3513,0.8377,0.8377
26091062400,0.8084,0.8084,0.8084,0.7335,0.7977,0.7832,0.8135,0.7482,0.3458,0.8214,0.8214
26093710100,0.8071,0.8071,0.8071,0.8071,0.7881,0.7881,0.8669,0.8465,0.3500,0.7515,0.7515
26093710300,0.8083,0.8083,0.8083,0.8070,0.7884,0.7889,0.8646,0.8464,0.3531,0.7575,0.7575
26093710500,0.8071,0.8071,0.8071,0.8071,0.7881,0.7881,0.8669,0.8465,0.3500,0.7515,0.7515
26093710700,0.8015,0.8015,0.8015,0.8024,0.7820,0.7815,0.8626,0.8383,0.3475,0.7463,0.7463
26093711000,0.8100,0.8100,0.8100,0.8068,0.7888,0.7899,0.8615,0.8462,0.3572,0.7656,0.7656
26093712101,0.8071,0.8071,0.8071,0.8071,0.7881,0.7881,0.8669,0.8465,0.3500,0.7515,0.7515
26093712102,0.8071,0.8071,0.8071,0.8071,0.7881,0.7881,0.8669,0.8465,0.3500,0.7515,0.7515
26093712601,0.8068,0.8068,0.8068,0.8063,0.7869,0.7856,0.8632,0.8445,0.3507,0.7520,0.7520
26093712602,0.8071,0.8071,0.8071,0.8071,0.7881,0.7881,0.8669,0.8465,0.3500,0.7515,0.7515
26093713100,0.8066,0.8066,0.8066,0.8125,0.7883,0.7900,0.8644,0.8471,0.3513,0.7548,0.7548
26093713300,0.8071,0.8071,0.8071,0.8071,0.7881,0.7881,0.8669,0.8465,0.3500,0.7515,0.7515
26093713500,0.8071,0.8071,0.8071,0.8071,0.7881,0.7881,0.8669,0.8465,0.3500,0.7515,0.7515
26093713700,0.8063,0.8063,0.8063,0.8071,0.7852,0.7862,0.8614,0.8457,0.3521,0.7515,0.7515
26093720100,0.8098,0.8098,0.8098,0.8033,0.7894,0.7844,0.8759,0.8425,0.3534,0.7540,0.7540
26093721100,0.8071,0.8071,0.8071,0.8071,0.7881,0.7881,0.8669,0.8465,0.3500,0.7515,0.7515
26093722100,0.8071,0.8071,0.8071,0.8071,0.7881,0.7881,0.8669,0.8465,0.3500,0.7515,0.7515
26093722300,0.8026,0.8026,0.8026,0.8052,0.7829,0.7813,0.8561,0.8455,0.3500,0.7465,0.7465
26093722500,0.7837,0.7837,0.7837,0.7865,0.7684,0.7608,0.8471,0.8122,0.3390,0.7285,0.7285
26093724001,0.8071,0.8071,0.8071,0.8071,0.7881,0.7881,0.8669,0.8465,0.3500,0.7515,0.7515
26093724002,0.8063,0.8063,0.8063,0.8068,0.7864,0.7866,0.8637,0.8467,0.3511,0.7510,0.7510
26093724003,0.8052,0.8052,0.8052,0.8085,0.7874,0.7863,0.8608,0.8443,0.3518,0.7515,0.7515
26093725000,0.8089,0.8089,0.8089,0.8087,0.7837,0.7842,0.8568,0.8495,0.3581,0.7558,0.7558
26093725100,0.8032,0.8032,0.8032,0.8077,0.7828,0.7848,0.8607,0.8453,0.3531,0.7515,0.7515
26093730101,0.8034,0.8034,0.8034,0.8049,0.7860,0.7838,0.8600,0.8413,0.3494,0.7497,0.7497
26093730102,0.8071,0.8071,0.8071,0.8071,0.7881,0.7881,0.8669,0.8465,0.3500,0.7515,0.7515
26093730600,0.8071,0.8071,0.8071,0.8071,0.7881,0.7881,0.8669,0.8465,0.3500,0.7515,0.7515
26093731100,0.8071,0.8071,0.8071,0.8071,0.7881,0.7881,0.8669,0.8465,0.3500,0.7515,0.7515
26093732100,0.8063,0.8063,0.8063,0.8047,0.7860,0.7864,0.8652,0.8423,0.3521,0.7531,0.7531
26093733100,0.8071,0.8071,0.8071,0.8071,0.7881,0.7881,0.8669,0.8465,0.3500,0.7515,0.7515
26093733601,0.8029,0.8029,0.8029,0.8062,0.7818,0.7844,0.8592,0.8425,0.3539,0.7525,0.7525
26093733602,0.8071,0.8071,0.8071,0.8063,0.7845,0.7873,0.8574,0.8449,0.3541,0.7515,0.7515
26093740200,0.8069,0.8069,0.8069,0.8066,0.7873,0.7864,0.8644,0.8451,0.3505,0.7518,0.7518
26093740300,0.8071,0.8071,0.8071,0.8071,0.7881,0.7881,0.8669,0.8465,0.3500,0.7515,0.7515
26093740500,0.8060,0.8060,0.8060,0.8074,0.7872,0.7876,0.8626,0.8456,0.3515,0.7515,0.7515
26093740600,0.8071,0.8071,0.8071,0.8071,0.7881,0.7881,0.8669,0.8465,0.3500,0.7515,0.7515
26093740700,0.8071,0.8071,0.8071,0.8071,0.7881,0.7881,0.8669,0.8465,0.3500,0.7515,0.7515
26093740800,0.8052,0.8052,0.8052,0.8074,0.7855,0.7865,0.8638,0.8459,0.3516,0.7515,0.7515
26093740900,0.8037,0.8037,0.8037,0.8053,0.7839,0.7837,0.8606,0.8446,0.3506,0.7514,0.7514
26093741100,0.8007,0.8007,0.8007,0.8036,0.7802,0.7797,0.8551,0.8429,0.3511,0.7514,0.7514
26093741601,0.7943,0.7943,0.7943,0.7952,0.7812,0.7730,0.8551,0.8270,0.3435,0.7379,0.7379
26093741602,0.8090,0.8090,0.8090,0.8107,0.7884,0.7889,0.8578,0.8498,0.3538,0.7582,0.7582
26093742201,0.8064,0.8064,0.8064,0.8071,0.7855,0.7864,0.8620,0.8458,0.3519,0.7515,0.7515
26093742202,0.8071,0.8071,0.8071,0.8071,0.7881,0.7881,0.8669,0.8465,0.3500,0.7515,0.7515
26093742401,0.8297,0.8297,0.8297,0.8497,0.8229,0.8229,0.8697,0.8520,0.3633,0.7846,0.7846
26093742402,0.8028,0.8028,0.8028,0.8078,0.7823,0.7845,0.8600,0.8451,0.3534,0.7515,0.7515
26093742500,0.8071,0.8071,0.8071,0.8071,0.7881,0.7881,0.8669,0.8465,0.3500,0.7515,0.7515
26093742700,0.8064,0.8064,0.8064,0.8066,0.7871,0.7870,0.8652,0.8448,0.3495,0.7506,0.7506
26093742900,0.8108,0.8108,0.8108,0.8162,0.7930,0.7961,0.8712,0.8518,0.3556,0.7580,0.7580
26093743300,0.8011,0.8011,0.8011,0.8052,0.7810,0.7798,0.8562,0.8422,0.3505,0.7487,0.7487
26093743400,0.8064,0.8064,0.8064,0.8066,0.7872,0.7870,0.8652,0.8449,0.3495,0.7506,0.7506
26093743500,0.8071,0.8071,0.8071,0.8071,0.7881,0.7881,0.8669,0.8465,0.3500,0.7515,0.7515
26093743600,0.8067,0.8067,0.8067,0.8060,0.7864,0.7846,0.8616,0.8437,0.3510,0.7522,0.7522
26093743700,0.8071,0.8071,0.8071,0.8071,0.7881,0.7881,0.8669,0.8465,0.3500,0.7515,0.7515
26093743800,0.8038,0.8038,0.8038,0.8059,0.7829,0.7820,0.8554,0.8420,0.3517,0.7513,0.7513
26093743900,0.8084,0.8084,0.8084,0.8080,0.7890,0.7909,0.8667,0.8482,0.3514,0.7541,0.7541
26093744200,0.8054,0.8054,0.8054,0.8073,0.7879,0.7877,0.8653,0.8458,0.3512,0.7515,0.7515
26093744400,0.8086,0.8086,0.8086,0.8103,0.7876,0.7820,0.8607,0.8443,0.3536,0.7549,0.7549
26093744600,0.8071,0.8071,0.8071,0.8071,0.7881,0.7881,0.8669,0.8465,0.3500,0.7515,0.7515
26093744700,0.8061,0.8061,0.8061,0.8056,0.7862,0.7871,0.8643,0.8435,0.3513,0.7525,0.7525
26093744800,0.7962,0.7962,0.7962,0.8083,0.7859,0.7847,0.8550,0.8411,0.3578,0.7511,0.7511
26093744900,0.7973,0.7973,0.7973,0.8081,0.7782,0.7768,0.8353,0.8366,0.3588,0.7542,0.7542
26095960100,0.5411,0.5411,0.5411,0.6052,0.5338,0.5090,0.6757,0.5090,0.2436,0.5283,0.5283
26095960200,0.5336,0.5336,0.5336,0.6012,0.5210,0.4968,0.6613,0.4968,0.2400,0.5210,0.5210
