low_uw_market_discount,high_uw_market_discount,geography_factor_id,rate_bi,rate_pd,rate_csl,rate_pip_medical,rate_pip_wage,rate_attendant_care,rate_um_uim_bi,rate_um_uim_csl,rate_compo,rate_compa,rate_compg,rate_compc,rate_limited_coll,rate_basic_coll,rate_broad_coll,rate_olte,rate_ace,rate_excess_electronic_equipment,rate_coll_auto_loan_lease,rate_mini_tort,rate_ppi,rate_mcca,rate_other_state_assessments,rate_roadside_assistance,uw_market_discount_code,rate_um_uim,rate_coll,rate_comp,rate_pip,generic_location_based_premium,location_effect,company,vehicle_type,factor_circumvented,factor_name,geography_factor,geography_type,longitude,block_group_fips,tract_fips,county_fips,zip,place_name_fips,latitude,census_block_group,territory
0000001,0059999,CUK,537.9499999999999,18.48,920.75,1635.76,564.57,13.0,71.34,196.8,138.67,467.95,103.88,20.09,896.2199999999999,1845.09,2036.9699999999998,161.0,8.0,8.0,7.0,265.32,70.07000000000001,37.0,29.0,296.0,0000001-0059999,268.14,4785.28,730.5899999999999,2200.33,36666.5,1.14,Citizen,Auto,zip,Territorial Base Rate,Garaging territory,Census block,,,,,,,,260992241001,CUK
0060000,0099999,CUK,552.419,22.153999999999996,882.65,1908.816,546.858,13.0,67.106,185.12,226.68300000000002,583.505,186.984,49.979000000000006,929.924,1914.4779999999998,2113.574,179.193,8.0,8.0,8.498,199.38599999999997,77.53899999999999,37.0,29.0,330.92800000000005,0060000-0099999,252.226,4966.474,1047.151,2455.674,39564.64,1.23,Citizen,Auto,zip,Territorial Base Rate,Garaging territory,Census block,,,,,,,,260992241001,CUK
0000001,0059999,CUL,493.43,18.919999999999998,844.5500000000001,1674.4,575.64,13.0,63.800000000000004,176.0,144.33,487.05,108.12,20.91,911.54,1876.6299999999999,2071.79,161.0,8.0,8.0,7.0,271.26000000000005,71.61,37.0,29.0,296.0,0000001-0059999,239.8,4866.96,760.4100000000001,2250.04,36972.38,1.14,Citizen,Auto,zip,Territorial Base Rate,Garaging territory,Census block,,,,,,,,260992241002,CUL
0060000,0099999,CUL,545.741,21.912,872.4900000000001,1984.808,568.629,13.0,72.90599999999999,201.11999999999998,234.041,575.865,186.984,49.364,923.0300000000001,1900.285,2097.905,176.939,8.0,8.0,8.435,197.208,76.692,37.0,29.0,329.15200000000004,0060000-0099999,274.02599999999995,4929.655000000001,1046.2540000000001,2553.437,39843.76,1.23,Citizen,Auto,zip,Territorial Base Rate,Garaging territory,Census block,,,,,,,,260992241002,CUL
0000001,0059999,CUM,519.4,19.14,889.0,1635.76,468.63,13.0,75.98,209.60000000000002,155.65,525.25,116.60000000000001,22.55,873.2399999999999,1797.7799999999997,1984.7399999999998,161.0,8.0,8.0,7.0,273.23999999999995,71.61,37.0,29.0,296.0,0000001-0059999,285.58000000000004,4662.759999999999,820.05,2104.39,36139.9,1.12,Citizen,Auto,zip,Territorial Base Rate,Garaging territory,Census block,,,,,,,,260992242001,CUM
0060000,0099999,CUM,533.869,22.066,857.25,2010.568,576.009,13.0,71.108,196.16,222.43800000000002,554.855,179.988,49.774,911.54,1876.6299999999999,2071.79,178.871,8.0,8.0,8.33,198.59399999999997,77.231,37.0,29.0,331.224,0060000-0099999,267.26800000000003,4868.29,1007.055,2586.577,39504.96,1.22,Citizen,Auto,zip,Territorial Base Rate,Garaging territory,Census block,,,,,,,,260992242001,CUM
0000001,0059999,CUN,523.11,17.380000000000003,895.3499999999999,2421.44,642.06,13.0,147.89999999999998,408.0,141.5,477.5,106.0,20.5,896.2199999999999,1845.09,2036.9699999999998,161.0,8.0,8.0,7.0,249.48,65.45,37.0,29.0,296.0,0000001-0059999,555.9,4785.28,745.5,3063.5,41206.26,1.28,Citizen,Auto,zip,Territorial Base Rate,Garaging territory,Census block,,,,,,,,260992242002,CUN
0060000,0099999,CUN,530.159,21.956,850.9000000000001,2077.544,595.197,13.0,79.866,220.32,232.909,546.26,180.2,47.355000000000004,921.498,1897.131,2094.4230000000002,178.871,8.0,8.0,8.421000000000001,197.604,76.846,37.0,29.0,330.632,0060000-0099999,300.186,4921.473,1006.724,2672.741,40168.44,1.24,Citizen,Auto,zip,Territorial Base Rate,Garaging territory,Census block,,,,,,,,260992242002,CUN
0000001,0059999,CUO,504.56000000000006,17.6,863.6,2524.48,738.0,13.0,135.72,374.4,138.67,467.95,103.88,20.09,888.56,1829.32,2019.56,161.0,8.0,8.0,7.0,251.46,66.22,37.0,29.0,296.0,0000001-0059999,510.12,4744.4400000000005,730.5899999999999,3262.48,41501.4,1.29,Citizen,Auto,zip,Territorial Base Rate,Garaging territory,Census block,,,,,,,,260992242003,CUO
0060000,0099999,CUO,510.867,21.538,822.3249999999999,2017.008,577.854,13.0,77.488,213.76000000000002,235.456,537.665,191.012,49.077000000000005,908.476,1870.322,2064.826,174.846,8.0,8.0,8.302,193.84199999999998,75.383,37.0,29.0,328.56,0060000-0099999,291.24800000000005,4851.9259999999995,1013.2099999999999,2594.862,39449.7,1.22,Citizen,Auto,zip,Territorial Base Rate,Garaging territory,Census block,,,,,,,,260992242003,CUO
0000001,0059999,CUP,508.27000000000004,18.919999999999998,869.95,1674.4,575.64,13.0,60.900000000000006,168.0,138.67,467.95,103.88,20.09,903.88,1860.86,2054.38,161.0,8.0,8.0,7.0,269.28000000000003,70.84,37.0,29.0,296.0,0000001-0059999,228.9,4826.12,730.5899999999999,2250.04,36721.12,1.14,Citizen,Auto,zip,Territorial Base Rate,Garaging territory,Census block,,,,,,,,260992243001,CUP
0060000,0099999,CUP,505.302,22.814,822.3249999999999,1901.088,544.644,13.0,71.16600000000001,196.32000000000002,226.966,540.53,178.07999999999998,57.318,887.0279999999999,1826.166,2016.0779999999997,182.25199999999998,8.0,8.0,8.106,205.326,79.84899999999999,37.0,29.0,332.112,0060000-0099999,267.48600000000005,4737.378,1002.8939999999999,2445.732,38303.92,1.19,Citizen,Auto,zip,Territorial Base Rate,Garaging territory,Census block,,,,,,,,260992243001,CUP
0000001,0059999,CUQ,523.11,20.02,895.3499999999999,1816.08,564.57,13.0,74.82000000000001,206.4,158.48000000000002,534.8000000000001,118.72000000000001,22.96,865.5799999999999,1782.0099999999998,1967.33,161.0,8.0,8.0,7.0,289.08,75.46,37.0,29.0,296.0,0000001-0059999,281.22,4621.92,834.9600000000002,2380.65,37185.04,1.15,Citizen,Auto,zip,Territorial Base Rate,Garaging territory,Census block,,,,,,,,260992243002,CUQ
0060000,0099999,CUQ,504.189,23.034,822.3249999999999,1828.9599999999998,523.98,13.0,71.97800000000001,198.56,216.21200000000002,514.745,170.23600000000002,54.120000000000005,870.942,1793.049,1979.517,180.481,8.0,8.0,7.959,207.30599999999998,80.619,37.0,29.0,332.408,0060000-0099999,270.538,4651.467,955.313,2352.9399999999996,37411.76,1.16,Citizen,Auto,zip,Territorial Base Rate,Garaging territory,Census block,,,,,,,,260992243002,CUQ
0000001,0059999,CUR,486.01000000000005,18.919999999999998,831.85,1893.36,509.21999999999997,13.0,93.96000000000001,259.20000000000005,141.5,477.5,106.0,20.5,888.56,1829.32,2019.56,161.0,8.0,8.0,7.0,269.28000000000003,70.84,37.0,29.0,296.0,0000001-0059999,353.1600000000001,4744.4400000000005,745.5,2402.58,37440.52,1.16,Citizen,Auto,zip,Territorial Base Rate,Garaging territory,Census block,,,,,,,,260992244001,CUR
0060000,0099999,CUR,522.739,22.77,846.4549999999999,1984.808,568.629,13.0,75.284,207.68,230.362,549.125,175.748,56.047,898.518,1849.8210000000001,2042.193,184.667,8.0,8.0,8.211,204.92999999999998,79.695,37.0,29.0,333.296,0060000-0099999,282.964,4798.743,1011.282,2553.437,39164.8,1.21,Citizen,Auto,zip,Territorial Base Rate,Garaging territory,Census block,,,,,,,,260992244001,CUR
0000001,0059999,CUS,356.15999999999997,17.82,609.6,1713.0400000000002,531.36,13.0,94.53999999999999,260.79999999999995,138.67,467.95,103.88,20.09,873.2399999999999,1797.7799999999997,1984.7399999999998,161.0,8.0,8.0,7.0,255.42000000000002,66.99,37.0,29.0,296.0,0000001-0059999,355.3399999999999,4662.759999999999,730.5899999999999,2244.4,35688.34,1.11,Citizen,Auto,zip,Territorial Base Rate,Garaging territory,Census block,,,,,,,,260992244002,CUS
0060000,0099999,CUS,520.513,22.396,840.74,1863.736,533.943,13.0,71.456,197.12,232.909,530.0250000000001,179.77599999999998,53.013,887.0279999999999,1826.166,2016.0779999999997,178.871,8.0,8.0,8.106,201.564,78.386,37.0,29.0,330.632,0060000-0099999,268.576,4737.378,995.7230000000001,2397.679,38133.62,1.18,Citizen,Auto,zip,Territorial Base Rate,Garaging territory,Census block,,,,,,,,260992244002,CUS
0000001,0059999,CUT,445.2,19.14,762.0,1867.6,464.94,13.0,77.14,212.8,141.5,477.5,106.0,20.5,873.2399999999999,1797.7799999999997,1984.7399999999998,161.0,8.0,8.0,7.0,275.21999999999997,72.38,37.0,29.0,296.0,0000001-0059999,289.94,4662.759999999999,745.5,2332.54,36374.84,1.13,Citizen,Auto,zip,Territorial Base Rate,Garaging territory,Census block,,,,,,,,260992244003,CUT
0060000,0099999,CUT,529.417,22.088,850.9000000000001,1913.968,548.334,13.0,70.122,193.44,230.07899999999998,540.53,180.624,52.849,894.688,1841.936,2033.4879999999998,178.227,8.0,8.0,8.176,198.792,77.308,37.0,29.0,330.336,0060000-0099999,263.562,4778.288,1004.082,2462.302,38597.08,1.2,Citizen,Auto,zip,Territorial Base Rate,Garaging territory,Census block,,,,,,,,260992244003,CUT
0000001,0059999,CUU,448.90999999999997,18.04,768.35,1532.72,380.07,13.0,102.08,281.6,138.67,467.95,103.88,20.09,888.56,1829.32,2019.56,161.0,8.0,8.0,7.0,257.40000000000003,67.76,37.0,29.0,296.0,0000001-0059999,383.68,4744.4400000000005,730.5899999999999,1912.79,35310.92,1.09,Citizen,Auto,zip,Territorial Base Rate,Garaging territory,Census block,,,,,,,,260992245001,CUU
0060000,0099999,CUU,517.9159999999999,22.726,839.47,1853.432,530.991,13.0,78.76400000000001,217.28000000000003,229.23000000000002,533.845,159.424,54.653,873.2399999999999,1797.7799999999997,1984.7399999999998,183.54,8.0,8.0,7.9799999999999995,204.534,79.541,37.0,29.0,334.184,0060000-0099999,296.04400000000004,4663.74,977.152,2384.423,37839.26,1.17,Citizen,Auto,zip,Territorial Base Rate,Garaging territory,Census block,,,,,,,,260992245001,CUU
0000001,0059999,CUV,571.34,19.580000000000002,977.9,1725.92,457.56,13.0,102.08,281.6,164.14,553.9,122.96,23.779999999999998,842.6,1734.7,1915.1000000000001,161.0,8.0,8.0,7.0,281.15999999999997,73.92,37.0,29.0,296.0,0000001-0059999,383.68,4499.400000000001,864.78,2183.48,36677.16,1.14,Citizen,Auto,zip,Territorial Base Rate,Garaging territory,Census block,,,,,,,,260992245002,CUV
0060000,0099999,CUV,511.97999999999996,22.792,831.85,1751.68,501.84000000000003,13.0,78.41600000000001,216.32000000000002,226.4,491.825,156.032,51.455,874.006,1799.357,1986.481,180.64200000000002,8.0,8.0,7.987,205.12800000000001,79.772,37.0,29.0,331.816,0060000-0099999,294.73600000000005,4667.831,925.712,2253.52,37085.16,1.15,Citizen,Auto,zip,Territorial Base Rate,Garaging territory,Census block,,,,,,,,260992245002,CUV
0000001,0059999,CUW,563.92,18.04,965.2,2202.48,516.6,13.0,143.84,396.8,135.84,458.4,101.75999999999999,19.68,919.1999999999999,1892.3999999999999,2089.2,161.0,8.0,8.0,7.0,257.40000000000003,67.76,37.0,29.0,296.0,0000001-0059999,540.64,4907.799999999999,715.68,2719.08,40381.44,1.25,Citizen,Auto,zip,Territorial Base Rate,Garaging territory,Census block,,,,,,,,260992246001,CUW
0060000,0099999,CUW,520.884,22.857999999999997,844.5500000000001,1974.504,565.677,13.0,79.866,220.32,229.79600000000002,544.3499999999999,164.512,52.07,877.8359999999999,1807.242,1995.186,183.862,8.0,8.0,8.021999999999998,205.72199999999998,80.003,37.0,29.0,333.592,0060000-0099999,300.186,4688.286,990.7280000000001,2540.181,38650.46,1.2,Citizen,Auto,zip,Territorial Base Rate,Garaging territory,Census block,,,,,,,,260992246001,CUW
0000001,0059999,CUX,552.79,17.6,946.15,2408.56,638.37,13.0,142.10000000000002,392.0,135.84,458.4,101.75999999999999,19.68,896.2199999999999,1845.09,2036.9699999999998,161.0,8.0,8.0,7.0,251.46,66.22,37.0,29.0,296.0,0000001-0059999,534.1,4785.28,715.68,3046.93,41100.4,1.27,Citizen,Auto,zip,Territorial Base Rate,Garaging territory,Census block,,,,,,,,260992246002,CUX
0060000,0099999,CUX,523.481,22.66,846.4549999999999,2007.992,575.271,13.0,78.99600000000001,217.92000000000002,232.343,541.4849999999999,164.088,51.455,885.496,1823.012,2012.5959999999998,181.60799999999998,8.0,8.0,8.091999999999999,203.94,79.31,37.0,29.0,333.0,0060000-0099999,296.91600000000005,4729.196,989.3709999999999,2583.263,38965.9,1.21,Citizen,Auto,zip,Territorial Base Rate,Garaging territory,Census block,,,,,,,,260992246002,CUX
0000001,0059999,CUY,508.27000000000004,18.48,869.95,1854.72,501.84000000000003,13.0,91.06,251.20000000000002,141.5,477.5,106.0,20.5,896.2199999999999,1845.09,2036.9699999999998,161.0,8.0,8.0,7.0,265.32,70.07000000000001,37.0,29.0,296.0,0000001-0059999,342.26,4785.28,745.5,2356.56,37486.58,1.16,Citizen,Auto,zip,Territorial Base Rate,Garaging territory,Census block,,,,,,,,260992246003,CUY
0060000,0099999,CUY,557.242,22.066,888.365,1941.0159999999998,556.083,13.0,74.53,205.6,228.947,519.52,172.78,48.175000000000004,900.0500000000001,1852.9750000000001,2045.6750000000002,178.388,8.0,8.0,8.225,198.59399999999997,77.231,37.0,29.0,329.15200000000004,0060000-0099999,280.13,4806.925,969.4219999999999,2497.0989999999997,38906.38,1.2,Citizen,Auto,zip,Territorial Base Rate,Garaging territory,Census block,,,,,,,,260992246003,CUY
0000001,0059999,CUZ,497.14000000000004,22.66,850.9000000000001,1275.12,361.62,13.0,72.5,200.0,178.29,601.65,133.56,25.830000000000002,735.36,1513.9199999999998,1671.36,161.0,8.0,8.0,7.0,271.26000000000005,85.47000000000001,37.0,29.0,296.0,0000001-0059999,272.5,3927.6399999999994,939.3299999999999,1636.7399999999998,31663.7,0.98,Citizen,Auto,zip,Territorial Base Rate,Garaging territory,Census block,,,,,,,,260992472001,CUZ
0060000,0099999,CUZ,502.705,23.034,819.785,1689.856,484.12800000000004,13.0,82.244,226.88,272.529,518.565,185.288,50.43,880.134,1811.973,2000.409,171.304,8.0,8.0,8.043,207.30599999999998,80.619,37.0,29.0,327.08,0060000-0099999,309.124,4700.558999999999,1026.812,2173.984,37295.58,1.15,Citizen,Auto,zip,Territorial Base Rate,Garaging territory,Census block,,,,,,,,260992472001,CUZ
0000001,0059999,CVA,767.9699999999999,21.78,1314.4499999999998,1841.84,523.98,13.0,85.84,236.8,175.46,592.1,131.44,25.419999999999998,788.98,1624.31,1793.23,161.0,8.0,8.0,7.0,261.36,82.39,37.0,29.0,296.0,0000001-0059999,322.64,4213.52,924.4200000000001,2365.8199999999997,37305.5,1.16,Citizen,Auto,zip,Territorial Base Rate,Garaging territory,Census block,,,,,,,,260992472002,CVA
0060000,0099999,CVA,453.733,22.637999999999998,751.205,1500.52,429.885,13.0,68.092,187.83999999999997,257.53000000000003,533.845,203.096,48.913000000000004,831.11,1711.0449999999998,1888.985,169.69400000000002,8.0,8.0,7.595,203.742,79.23299999999999,37.0,29.0,325.00800000000004,0060000-0099999,255.93199999999996,4438.735,1043.384,1930.405,34874.32,1.08,Citizen,Auto,zip,Territorial Base Rate,Garaging territory,Census block,,,,,,,,260992472002,CVA
0000001,0059999,CVB,448.90999999999997,21.34,768.35,1416.8000000000002,402.21000000000004,13.0,92.22,254.4,169.79999999999998,573.0,127.19999999999999,24.599999999999998,743.02,1529.69,1688.77,161.0,8.0,8.0,7.0,259.38,80.85000000000001,37.0,29.0,296.0,0000001-0059999,346.62,3968.48,894.5999999999999,1819.0100000000002,32376.5,1.0,Citizen,Auto,zip,Territorial Base Rate,Garaging territory,Census block,,,,,,,,260992472003,CVB
0060000,0099999,CVB,484.526,22.593999999999998,793.1150000000001,1616.4399999999998,463.09499999999997,13.0,76.734,211.68,263.19,519.52,193.132,49.979000000000006,844.898,1739.431,1920.3229999999999,170.33800000000002,8.0,8.0,7.721,203.34599999999998,79.079,37.0,29.0,325.304,0060000-0099999,288.414,4512.373,1025.8210000000001,2079.535,35971.18,1.11,Citizen,Auto,zip,Territorial Base Rate,Garaging territory,Census block,,,,,,,,260992472003,CVB
0000001,0059999,CVC,582.47,21.78,996.95,1738.8000000000002,464.94,13.0,87.0,240.0,186.78,630.3000000000001,139.92000000000002,27.060000000000002,743.02,1529.69,1688.77,161.0,8.0,8.0,7.0,263.34000000000003,82.39,37.0,29.0,296.0,0000001-0059999,327.0,3968.48,984.0600000000002,2203.7400000000002,34930.98,1.08,Citizen,Auto,zip,Territorial Base Rate,Garaging territory,Census block,,,,,,,,260992472004,CVC
0060000,0099999,CVC,488.978,22.748,800.1,1564.92,448.33500000000004,13.0,72.44200000000001,199.84000000000003,260.077,533.845,197.584,47.765,846.43,1742.585,1923.805,171.948,8.0,8.0,7.734999999999999,204.732,79.61800000000001,37.0,29.0,327.67199999999997,0060000-0099999,272.28200000000004,4520.555,1039.271,2013.255,35763.04,1.11,Citizen,Auto,zip,Territorial Base Rate,Garaging territory,Census block,,,,,,,,260992472004,CVC
0000001,0059999,CVD,619.5699999999999,24.200000000000003,1060.45,1429.68,291.51,13.0,69.6,192.0,161.30999999999997,544.3499999999999,120.83999999999999,23.369999999999997,720.04,1482.3799999999999,1636.54,161.0,8.0,8.0,7.0,289.08,91.63,37.0,29.0,296.0,0000001-0059999,261.6,3845.96,849.8699999999999,1721.19,31988.34,0.99,Citizen,Auto,zip,Territorial Base Rate,Garaging territory,Census block,,,,,,,,260992473001,CVD
0060000,0099999,CVD,454.104,22.197999999999997,749.3,1282.848,367.524,13.0,65.07600000000001,179.52,249.889,536.71,205.216,50.184,819.62,1687.39,1862.8700000000001,170.982,8.0,8.0,7.49,199.78199999999998,77.693,37.0,29.0,324.712,0060000-0099999,244.596,4377.37,1041.999,1650.3719999999998,33444.88,1.04,Citizen,Auto,zip,Territorial Base Rate,Garaging territory,Census block,,,,,,,,260992473001,CVD
0000001,0059999,CVE,489.72,20.68,838.2,1738.8000000000002,479.7,13.0,87.0,240.0,169.79999999999998,573.0,127.19999999999999,24.599999999999998,758.34,1561.23,1723.59,161.0,8.0,8.0,7.0,249.48,78.54,37.0,29.0,296.0,0000001-0059999,327.0,4050.16,894.5999999999999,2218.5,34418.28,1.07,Citizen,Auto,zip,Territorial Base Rate,Garaging territory,Census block,,,,,,,,260992473002,CVE
0060000,0099999,CVE,457.072,21.626,749.9350000000001,1405.2079999999999,402.579,13.0,64.322,177.44,248.757,555.81,217.936,52.602999999999994,811.194,1670.043,1843.7189999999998,169.855,8.0,8.0,7.412999999999999,194.634,75.691,37.0,29.0,323.528,0060000-0099999,241.762,4332.369,1075.106,1807.7869999999998,34002.78,1.05,Citizen,Auto,zip,Territorial Base Rate,Garaging territory,Census block,,,,,,,,260992473002,CVE
0000001,0059999,CVF,445.2,21.119999999999997,762.0,1880.48,608.85,13.0,92.22,254.4,166.97,563.4499999999999,125.08,24.189999999999998,773.66,1592.77,1758.41,161.0,8.0,8.0,7.0,251.46,79.31,37.0,29.0,296.0,0000001-0059999,346.62,4131.84,879.6899999999999,2489.33,35612.1,1.1,Citizen,Auto,zip,Territorial Base Rate,Garaging territory,Census block,,,,,,,,260992473003,CVF
0060000,0099999,CVF,464.492,22.241999999999997,763.9050000000001,1325.3519999999999,379.70099999999996,13.0,64.322,177.44,253.285,544.3499999999999,211.152,52.520999999999994,822.6840000000001,1693.698,1869.834,171.626,8.0,8.0,7.518000000000001,200.17799999999997,77.847,37.0,29.0,324.41600000000005,0060000-0099999,241.762,4393.734,1061.308,1705.0529999999999,33846.84,1.05,Citizen,Auto,zip,Territorial Base Rate,Garaging territory,Census block,,,,,,,,260992473003,CVF
0000001,0059999,CVG,619.5699999999999,21.78,1060.45,1313.76,295.2,13.0,84.1,232.0,164.14,553.9,122.96,23.779999999999998,720.04,1482.3799999999999,1636.54,161.0,8.0,8.0,7.0,261.36,82.39,37.0,29.0,296.0,0000001-0059999,316.1,3845.96,864.78,1608.96,31738.3,0.98,Citizen,Auto,zip,Territorial Base Rate,Garaging territory,Census block,,,,,,,,260992473004,CVG
0060000,0099999,CVG,438.151,22.088,727.075,1178.52,337.635,13.0,59.624,164.48000000000002,254.13400000000001,509.01500000000004,224.50799999999998,50.963,806.598,1660.581,1833.273,166.957,8.0,8.0,7.3709999999999996,198.792,77.308,37.0,29.0,320.27200000000005,0060000-0099999,224.104,4307.823,1038.6200000000001,1516.155,32438.1,1.0,Citizen,Auto,zip,Territorial Base Rate,Garaging territory,Census block,,,,,,,,260992473004,CVG
0000001,0059999,CVH,508.27000000000004,21.78,869.95,1455.4399999999998,376.38,13.0,105.56,291.2,161.30999999999997,544.3499999999999,120.83999999999999,23.369999999999997,735.36,1513.9199999999998,1671.36,161.0,8.0,8.0,7.0,263.34000000000003,81.62,37.0,29.0,296.0,0000001-0059999,396.76,3927.6399999999994,849.8699999999999,1831.8199999999997,32618.28,1.01,Citizen,Auto,zip,Territorial Base Rate,Garaging territory,Census block,,,,,,,,260992474001,CVH
0060000,0099999,CVH,437.78,22.176000000000002,727.075,1384.6,396.675,13.0,61.944,170.88,260.64300000000003,512.835,220.056,50.019999999999996,815.024,1677.928,1852.4240000000002,166.957,8.0,8.0,7.448,199.584,77.616,37.0,29.0,320.86400000000003,0060000-0099999,232.824,4352.8240000000005,1043.554,1781.2749999999999,33736.02,1.04,Citizen,Auto,zip,Territorial Base Rate,Garaging territory,Census block,,,,,,,,260992474001,CVH
0000001,0059999,CVI,563.92,23.32,965.2,1558.48,505.53000000000003,13.0,84.67999999999999,233.6,169.79999999999998,573.0,127.19999999999999,24.599999999999998,720.04,1482.3799999999999,1636.54,161.0,8.0,8.0,7.0,277.2,87.77999999999999,37.0,29.0,296.0,0000001-0059999,318.28,3845.96,894.5999999999999,2064.01,33430.24,1.04,Citizen,Auto,zip,Territorial Base Rate,Garaging territory,Census block,,,,,,,,260992474002,CVI
0060000,0099999,CVI,440.377,23.232,736.5999999999999,1486.3519999999999,425.82599999999996,13.0,67.686,186.72,257.247,532.8900000000001,202.45999999999998,49.651,832.6419999999999,1714.1989999999998,1892.4669999999999,170.01600000000002,8.0,8.0,7.609,209.08800000000002,81.312,37.0,29.0,327.968,0060000-0099999,254.406,4446.9169999999995,1042.248,1912.1779999999999,34790.18,1.08,Citizen,Auto,zip,Territorial Base Rate,Garaging territory,Census block,,,,,,,,260992474002,CVI
0000001,0059999,CVJ,575.0500000000001,23.32,984.25,1313.76,291.51,13.0,84.1,232.0,164.14,553.9,122.96,23.779999999999998,735.36,1513.9199999999998,1671.36,161.0,8.0,8.0,7.0,283.14,88.55,37.0,29.0,296.0,0000001-0059999,316.1,3927.6399999999994,864.78,1605.27,31867.78,0.99,Citizen,Auto,zip,Territorial Base Rate,Garaging territory,Census block,,,,,,,,260992474003,CVJ
0060000,0099999,CVJ,455.95900000000006,23.078,756.92,1544.3120000000001,442.43100000000004,13.0,72.09400000000001,198.88000000000002,273.09499999999997,523.34,196.524,51.496,840.302,1729.969,1909.877,167.44,8.0,8.0,7.679,207.702,80.773,37.0,29.0,327.67199999999997,0060000-0099999,270.97400000000005,4487.827,1044.455,1986.7430000000002,35389.08,1.1,Citizen,Auto,zip,Territorial Base Rate,Garaging territory,Census block,,,,,,,,260992474003,CVJ
0000001,0059999,CVK,441.48999999999995,24.200000000000003,755.65,1738.8000000000002,446.49,13.0,127.02,350.4,172.63,582.55,129.32,25.009999999999998,750.68,1545.46,1706.18,161.0,8.0,8.0,7.0,293.04,90.86,37.0,29.0,296.0,0000001-0059999,477.41999999999996,4009.3199999999997,909.5099999999999,2185.29,34640.64,1.07,Citizen,Auto,zip,Territorial Base Rate,Garaging territory,Census block,,,,,,,,260992475001,CVK
0060000,0099999,CVK,478.219,22.968,786.7650000000001,1572.6480000000001,450.54900000000004,13.0,75.226,207.51999999999998,268.567,499.46500000000003,197.16,49.199999999999996,849.494,1748.893,1930.769,168.56699999999998,8.0,8.0,7.763,206.71200000000002,80.388,37.0,29.0,325.896,0060000-0099999,282.746,4536.919,1014.392,2023.1970000000001,35758.04,1.11,Citizen,Auto,zip,Territorial Base Rate,Garaging territory,Census block,,,,,,,,260992475001,CVK
0000001,0059999,CVL,593.6,23.1,1016.0,2009.28,527.67,13.0,154.28,425.6,186.78,630.3000000000001,139.92000000000002,27.060000000000002,735.36,1513.9199999999998,1671.36,161.0,8.0,8.0,7.0,279.18,87.77999999999999,37.0,29.0,296.0,0000001-0059999,579.88,3927.6399999999994,984.0600000000002,2536.95,37217.44,1.15,Citizen,Auto,zip,Territorial Base Rate,Garaging territory,Census block,,,,,,,,260992475002,CVL
0060000,0099999,CVL,465.234,23.188000000000002,770.255,1562.344,447.59700000000004,13.0,77.198,212.95999999999998,259.511,507.105,177.656,49.241,842.6,1734.7,1915.1000000000001,172.753,8.0,8.0,7.700000000000001,208.692,81.158,37.0,29.0,330.632,0060000-0099999,290.15799999999996,4500.1,993.5129999999999,2009.941,35468.68,1.1,Citizen,Auto,zip,Territorial Base Rate,Garaging territory,Census block,,,,,,,,260992475002,CVL
0000001,0059999,CVM,486.01000000000005,21.119999999999997,831.85,2408.56,501.84000000000003,13.0,150.8,416.0,189.61,639.85,142.04000000000002,27.470000000000002,804.3000000000001,1655.8500000000001,1828.0500000000002,161.0,8.0,8.0,7.0,253.44,80.08,37.0,29.0,296.0,0000001-0059999,566.8,4295.200000000001,998.9700000000001,2910.4,39534.48,1.22,Citizen,Auto,zip,Territorial Base Rate,Garaging territory,Census block,,,,,,,,260992476011,CVM
0060000,0099999,CVM,488.23600000000005,23.056,800.7349999999999,1711.752,490.401,13.0,83.868,231.35999999999999,273.944,506.15000000000003,177.868,51.946999999999996,861.75,1774.125,1958.625,178.549,8.0,8.0,7.875,207.50400000000002,80.696,37.0,29.0,331.816,0060000-0099999,315.22799999999995,4602.375,1009.9089999999999,2202.153,36929.84,1.14,Citizen,Auto,zip,Territorial Base Rate,Garaging territory,Census block,,,,,,,,260992476011,CVM
0000001,0059999,CVN,426.65,23.540000000000003,730.25,1519.84,306.27,13.0,74.82000000000001,206.4,175.46,592.1,131.44,25.419999999999998,743.02,1529.69,1688.77,161.0,8.0,8.0,7.0,283.14,89.32,37.0,29.0,296.0,0000001-0059999,281.22,3968.48,924.4200000000001,1826.11,32210.72,1.0,Citizen,Auto,zip,Territorial Base Rate,Garaging territory,Census block,,,,,,,,260992476021,CVN
0060000,0099999,CVN,474.50899999999996,22.836000000000002,781.05,1624.168,465.30899999999997,13.0,79.866,220.32,271.96299999999997,498.51,183.168,50.471000000000004,854.09,1758.355,1941.215,176.939,8.0,8.0,7.805,205.524,79.926,37.0,29.0,331.224,0060000-0099999,300.186,4561.465,1004.112,2089.477,36154.98,1.12,Citizen,Auto,zip,Territorial Base Rate,Garaging territory,Census block,,,,,,,,260992476021,CVN
0000001,0059999,CVO,511.97999999999996,19.8,876.3,1751.68,365.31,13.0,151.96,419.20000000000005,195.26999999999998,658.9499999999999,146.28,28.29,766.0,1577.0,1741.0,161.0,8.0,8.0,7.0,237.6,74.69,37.0,29.0,296.0,0000001-0059999,571.1600000000001,4091.0,1028.79,2116.9900000000002,35776.5,1.11,Citizen,Auto,zip,Territorial Base Rate,Garaging territory,Census block,,,,,,,,260992476022,CVO
