GRID ID,BI_FCTR,COLL_FCTR,COMP_FCTR,LTDPD_FCTR,PD_FCTR,PIP_FCTR,PPI_FCTR
0440708483,0.877,0.942,1.684,0.588,0.936,0.869,0.936
0440708484,0.895,0.925,1.702,0.582,0.936,0.869,0.936
0440708485,0.877,0.925,1.736,0.588,0.936,0.869,0.936
0440708486,0.877,0.942,1.736,0.594,0.936,0.869,0.936
0440708487,0.867,0.942,1.752,0.594,0.926,0.859,0.926
0440708488,0.877,0.925,1.752,0.594,0.936,0.869,0.936
0440708489,0.886,0.925,1.752,0.594,0.926,0.859,0.926
0440708490,0.867,0.917,1.769,0.594,0.926,0.859,0.926
0440708491,0.867,0.925,1.786,0.594,0.926,0.859,0.926
0440708492,0.867,0.934,1.805,0.6,0.926,0.859,0.926
0440708493,0.867,0.916,1.823,0.594,0.926,0.859,0.926
0440708494,0.868,0.916,1.877,0.594,0.908,0.842,0.908
0440708495,0.859,0.945,1.952,0.594,0.917,0.851,0.917
0440708496,0.859,0.945,1.991,0.594,0.917,0.851,0.917
0440708497,0.859,0.944,1.991,0.594,0.917,0.851,0.917
0440708498,0.842,0.944,1.991,0.594,0.899,0.834,0.899
0440708499,0.877,0.935,2.011,0.606,0.917,0.851,0.917
0440708500,0.877,0.918,2.108,0.612,0.917,0.851,0.917
0440708501,0.877,0.918,2.108,0.612,0.917,0.851,0.917
0440708502,0.868,0.918,2.148,0.606,0.908,0.842,0.908
0440708503,0.868,0.918,2.148,0.612,0.88,0.842,0.88
0440708504,0.877,0.918,2.148,0.612,0.89,0.851,0.89
0440708505,0.868,0.909,2.148,0.613,0.88,0.842,0.88
0440708506,0.868,0.918,2.17,0.631,0.88,0.842,0.88
0440708507,0.859,0.908,2.211,0.638,0.871,0.834,0.871
0440708508,0.859,0.918,2.17,0.625,0.871,0.834,0.871
0440708509,0.868,0.918,2.231,0.625,0.88,0.842,0.88
0440708510,0.859,0.918,2.23,0.631,0.871,0.834,0.871
0440708511,0.859,0.935,2.23,0.647,0.871,0.834,0.871
0440708512,0.859,0.935,2.251,0.647,0.871,0.834,0.871
0440708513,0.85,0.898,2.253,0.659,0.862,0.825,0.862
0440708514,0.859,0.898,2.295,0.665,0.871,0.834,0.871
0440708515,0.85,0.927,2.295,0.652,0.862,0.825,0.862
0440708516,0.85,0.935,2.295,0.659,0.862,0.825,0.862
0440708517,0.842,0.935,2.295,0.657,0.854,0.817,0.854
0440708518,0.842,0.935,2.295,0.664,0.854,0.817,0.854
0440708519,0.842,0.919,2.295,0.671,0.854,0.817,0.854
0440708520,0.842,0.927,2.274,0.671,0.88,0.817,0.88
0440708521,0.842,0.927,2.318,0.678,0.88,0.817,0.88
0440708522,0.834,0.935,2.318,0.678,0.872,0.81,0.872
0440708523,0.825,0.935,2.274,0.678,0.863,0.801,0.863
0440708524,0.834,0.927,2.211,0.678,0.872,0.81,0.872
0440708525,0.834,0.935,2.211,0.678,0.872,0.81,0.872
0440708526,0.803,0.927,2.211,0.685,0.84,0.78,0.84
0440708527,0.803,0.935,2.172,0.685,0.84,0.78,0.84
0440708528,0.803,0.919,2.172,0.678,0.84,0.78,0.84
0440708529,0.795,0.927,2.15,0.685,0.832,0.772,0.832
0440708530,0.795,0.927,2.15,0.685,0.832,0.772,0.832
0440708531,0.786,0.908,2.016,0.685,0.822,0.762,0.822
0440708532,0.795,0.915,1.998,0.685,0.832,0.772,0.832
0440708533,0.795,0.944,2.072,0.685,0.832,0.772,0.832
0440708534,0.795,0.944,2.071,0.685,0.832,0.772,0.832
0440708535,0.769,0.908,2.03,0.685,0.822,0.762,0.822
0440708536,0.769,0.908,2.01,0.685,0.822,0.762,0.822
0440708537,0.769,0.934,2.05,0.685,0.822,0.762,0.822
0440708538,0.769,0.926,1.991,0.685,0.822,0.779,0.822
0440708539,0.769,0.916,1.991,0.685,0.822,0.762,0.822
0440708540,0.769,0.926,1.991,0.685,0.822,0.762,0.822
0440708541,0.769,0.935,1.991,0.685,0.822,0.762,0.822
0440708542,0.76,0.928,1.991,0.685,0.812,0.769,0.812
0440708543,0.76,0.927,1.974,0.685,0.812,0.753,0.812
0440708544,0.76,0.928,1.991,0.685,0.812,0.753,0.812
0440708545,0.76,0.928,1.991,0.685,0.812,0.769,0.812
0440708546,0.76,0.919,1.974,0.685,0.812,0.769,0.812
0440708547,0.769,0.919,1.974,0.685,0.822,0.779,0.822
0440708548,0.769,0.919,1.974,0.685,0.822,0.779,0.822
0440708549,0.769,0.928,1.954,0.685,0.822,0.779,0.822
0440708550,0.769,0.919,1.974,0.685,0.822,0.779,0.822
0440708551,0.76,0.89,1.993,0.685,0.812,0.769,0.812
0440708552,0.779,0.899,1.993,0.685,0.832,0.789,0.832
0440708553,0.795,0.918,1.974,0.685,0.849,0.805,0.849
0440708554,0.769,0.918,1.974,0.685,0.822,0.779,0.822
0440708555,0.779,0.918,1.993,0.692,0.832,0.789,0.832
0440708556,0.779,0.883,1.993,0.685,0.832,0.789,0.832
0440708557,0.803,0.918,1.993,0.692,0.857,0.813,0.857
0440708558,0.803,0.918,1.993,0.699,0.857,0.813,0.857
0440708559,0.803,0.891,1.993,0.692,0.857,0.813,0.857
0440708560,0.811,0.891,1.993,0.692,0.866,0.821,0.866
0440708561,0.835,0.918,2.023,0.692,0.873,0.828,0.873
0440708562,0.828,0.918,2.023,0.692,0.866,0.821,0.866
0440708563,0.836,0.891,2.023,0.692,0.874,0.829,0.874
0440708564,0.828,0.891,2.083,0.692,0.866,0.821,0.866
0440708565,0.836,0.899,2.043,0.712,0.874,0.846,0.874
0440708566,0.846,0.909,2.104,0.712,0.884,0.856,0.884
0440708567,0.836,0.936,2.104,0.719,0.874,0.846,0.874
0440708568,0.846,0.936,2.143,0.712,0.884,0.856,0.884
0440708569,0.846,0.936,2.163,0.712,0.884,0.856,0.884
0440708570,0.846,0.936,2.163,0.726,0.884,0.856,0.884
0440708571,0.854,0.946,2.143,0.726,0.893,0.865,0.893
0440708572,0.888,0.937,2.186,0.726,0.928,0.899,0.928
0440708573,0.888,0.937,2.294,0.733,0.928,0.899,0.928
0440708574,0.888,0.928,2.294,0.726,0.928,0.899,0.928
0440708575,0.888,0.937,2.317,0.733,0.928,0.899,0.928
0440708576,0.897,0.937,2.338,0.733,0.938,0.908,0.938
0440708577,0.905,0.937,2.338,0.733,0.946,0.916,0.946
0440708578,0.905,0.937,2.379,0.733,0.946,0.916,0.946
0440708579,0.897,0.937,2.38,0.733,0.938,0.908,0.938
0440708580,0.897,0.928,2.448,0.733,0.938,0.908,0.938
0440708581,0.897,0.928,2.472,0.733,0.938,0.908,0.938
0440708582,0.905,0.928,2.522,0.756,0.946,0.916,0.946
0440708583,0.905,0.928,2.522,0.756,0.946,0.916,0.946
0440708584,0.905,0.928,2.549,0.756,0.946,0.916,0.946
0440708585,0.897,0.919,2.586,0.771,0.938,0.908,0.938
0440708586,0.905,0.919,2.633,0.764,0.946,0.916,0.946
0440708587,0.905,0.91,2.682,0.771,0.946,0.916,0.946
0440708588,0.914,0.91,2.682,0.793,0.955,0.925,0.955
0440708589,0.905,0.9,2.682,0.778,0.946,0.897,0.946
0440708590,0.933,0.9,2.761,0.793,0.946,0.897,0.946
0440708591,0.914,0.9,2.785,0.786,0.955,0.906,0.955
0440708592,0.914,0.9,2.811,0.771,0.955,0.906,0.955
0440708593,0.914,0.892,2.811,0.771,0.955,0.906,0.955
0440708594,0.914,0.882,2.865,0.764,0.955,0.906,0.955
0440708595,0.914,0.892,2.865,0.764,0.955,0.906,0.955
0440708596,0.905,0.882,2.919,0.756,0.946,0.897,0.946
0440708597,0.905,0.882,2.865,0.756,0.946,0.897,0.946
0440708598,0.905,0.882,2.919,0.764,0.946,0.897,0.946
0440708599,0.905,0.882,2.919,0.779,0.946,0.897,0.946
0440708600,0.905,0.882,2.919,0.764,0.946,0.897,0.946
0440708601,0.886,0.873,2.891,0.756,0.926,0.878,0.926
0440708602,0.905,0.864,2.863,0.742,0.918,0.879,0.918
0440708603,0.905,0.882,2.914,0.742,0.946,0.879,0.946
0440708604,0.873,0.906,2.539,0.801,0.913,0.847,0.913
0440708605,0.861,0.927,2.188,0.811,0.873,0.836,0.873
0440708606,0.878,0.92,2.188,0.811,0.891,0.844,0.891
0440708607,0.869,0.92,2.188,0.811,0.881,0.843,0.881
0440708608,0.878,0.92,2.166,0.803,0.891,0.844,0.891
0440708609,0.852,0.9,2.166,0.803,0.891,0.826,0.891
0440708610,0.878,0.911,2.166,0.803,0.891,0.826,0.891
0440708611,0.878,0.911,2.166,0.812,0.891,0.826,0.891
0440708612,0.852,0.948,2.208,0.827,0.864,0.826,0.864
0440708613,0.843,0.946,2.208,0.812,0.855,0.818,0.855
0440708614,0.887,0.918,2.208,0.827,0.9,0.835,0.9
0440708615,0.887,0.918,2.09,0.812,0.872,0.835,0.872
0440708616,0.869,0.938,2.13,0.796,0.881,0.818,0.881
0440708617,0.878,0.956,2.13,0.811,0.864,0.826,0.864
0440708618,0.843,0.92,2.13,0.803,0.855,0.818,0.855
0440708619,0.869,0.92,2.111,0.803,0.855,0.818,0.855
0440708620,0.852,0.929,2.071,0.803,0.838,0.802,0.838
0440708621,0.835,0.938,2.051,0.803,0.847,0.811,0.847
0440708622,0.869,0.956,2.018,0.818,0.855,0.818,0.855
0440708623,0.869,0.938,1.978,0.818,0.855,0.818,0.855
0440708624,0.861,0.929,1.93,0.812,0.847,0.811,0.847
0440708625,0.818,0.938,1.93,0.827,0.83,0.794,0.83
0440708626,0.826,0.919,1.897,0.826,0.838,0.802,0.838
0440708627,0.826,0.947,1.863,0.826,0.838,0.802,0.838
0440708628,0.818,0.938,1.863,0.818,0.83,0.794,0.83
0440708629,0.81,0.929,1.829,0.818,0.822,0.786,0.822
0440708630,0.81,0.928,1.814,0.818,0.822,0.786,0.822
0440708631,0.81,0.928,1.797,0.825,0.822,0.786,0.822
0440708632,0.826,0.928,1.797,0.818,0.838,0.802,0.838
0440708633,0.826,0.928,1.797,0.818,0.838,0.802,0.838
0440708634,0.818,0.928,1.763,0.818,0.83,0.794,0.83
0440708635,0.81,0.928,1.746,0.835,0.822,0.786,0.822
0440708636,0.81,0.928,1.746,0.851,0.822,0.786,0.822
0440708637,0.81,0.928,1.731,0.842,0.822,0.786,0.822
0440708638,0.81,0.928,1.714,0.851,0.822,0.786,0.822
0440708639,0.81,0.928,1.714,0.86,0.822,0.786,0.822
0440708640,0.81,0.928,1.665,0.867,0.822,0.786,0.822
0440708641,0.81,0.938,1.633,0.851,0.822,0.786,0.822
0440708642,0.81,0.938,1.618,0.86,0.822,0.786,0.822
0440708643,0.81,0.938,1.617,0.851,0.822,0.786,0.822
0440708644,0.81,0.938,1.605,0.877,0.822,0.786,0.822
0440708645,0.81,0.938,1.589,0.877,0.822,0.786,0.822
0440708646,0.818,0.948,1.576,0.867,0.83,0.794,0.83
0440708647,0.81,0.948,1.576,0.852,0.822,0.786,0.822
0440708648,0.81,0.948,1.576,0.852,0.822,0.786,0.822
0440708649,0.818,0.948,1.543,0.852,0.83,0.794,0.83
0440708650,0.818,0.938,1.514,0.867,0.83,0.794,0.83
0440708651,0.771,0.939,1.516,0.869,0.782,0.748,0.782
0440808357,0.878,0.892,1.954,0.738,0.91,0.889,0.91
0440808358,0.797,0.776,1.711,0.726,0.809,0.807,0.809
0440808359,0.79,0.776,1.679,0.726,0.801,0.8,0.801
0440808360,0.797,0.776,1.729,0.726,0.826,0.807,0.826
0440808361,0.797,0.776,1.729,0.726,0.809,0.807,0.809
0440808362,0.813,0.784,1.729,0.733,0.825,0.823,0.825
0440808363,0.805,0.792,1.729,0.741,0.817,0.815,0.817
0440808364,0.797,0.792,1.729,0.741,0.809,0.807,0.809
0440808365,0.805,0.792,1.762,0.727,0.817,0.815,0.817
0440808366,0.805,0.784,1.762,0.727,0.817,0.815,0.817
0440808367,0.805,0.792,1.779,0.712,0.817,0.815,0.817
0440808368,0.805,0.792,1.796,0.712,0.835,0.815,0.835
0440808369,0.805,0.8,1.796,0.712,0.835,0.815,0.835
0440808370,0.772,0.792,1.796,0.728,0.783,0.782,0.783
0440808371,0.772,0.761,1.814,0.728,0.799,0.782,0.799
0440808372,0.772,0.793,1.814,0.728,0.799,0.782,0.799
0440808373,0.779,0.784,1.833,0.721,0.807,0.789,0.807
0440808374,0.772,0.793,1.814,0.7,0.799,0.782,0.799
0440808375,0.779,0.793,1.814,0.708,0.807,0.789,0.807
0440808376,0.79,0.793,1.814,0.722,0.819,0.8,0.819
0440808377,0.79,0.801,1.814,0.707,0.819,0.8,0.819
0440808378,0.796,0.809,1.814,0.707,0.807,0.789,0.807
0440808379,0.796,0.809,1.815,0.707,0.807,0.789,0.807
0440808380,0.796,0.809,1.815,0.707,0.807,0.789,0.807
0440808381,0.814,0.817,1.815,0.707,0.826,0.807,0.826
0440808382,0.823,0.817,1.815,0.707,0.835,0.815,0.835
0440808383,0.83,0.825,1.815,0.707,0.842,0.823,0.842
0440808384,0.83,0.817,1.797,0.707,0.842,0.823,0.842
0440808385,0.814,0.809,1.797,0.707,0.826,0.807,0.826
0440808386,0.83,0.817,1.797,0.707,0.842,0.823,0.842
0440808387,0.823,0.825,1.797,0.707,0.835,0.815,0.835
0440808388,0.814,0.817,1.815,0.707,0.826,0.807,0.826
0440808389,0.83,0.817,1.797,0.685,0.842,0.823,0.842
0440808390,0.83,0.817,1.779,0.707,0.842,0.823,0.842
0440808391,0.83,0.825,1.797,0.685,0.842,0.823,0.842
0440808392,0.83,0.825,1.797,0.685,0.842,0.823,0.842
0440808393,0.814,0.825,1.762,0.678,0.826,0.807,0.826
0440808394,0.823,0.825,1.746,0.678,0.835,0.815,0.835
0440808395,0.815,0.825,1.764,0.665,0.827,0.808,0.827
0440808396,0.83,0.873,1.762,0.678,0.842,0.823,0.842
0440808397,0.839,0.873,1.746,0.685,0.851,0.831,0.851
0440808398,0.839,0.873,1.746,0.678,0.851,0.831,0.851
0440808399,0.839,0.873,1.746,0.678,0.851,0.831,0.851
0440808400,0.839,0.873,1.746,0.678,0.851,0.831,0.851
0440808401,0.855,0.873,1.762,0.678,0.867,0.847,0.867
0440808402,0.855,0.873,1.746,0.678,0.867,0.847,0.867
0440808403,0.847,0.873,1.762,0.678,0.859,0.839,0.859
0440808404,0.847,0.882,1.746,0.678,0.859,0.839,0.859
0440808405,0.864,0.893,1.779,0.678,0.876,0.855,0.876
0440808406,0.864,0.893,1.779,0.678,0.876,0.855,0.876
0440808407,0.864,0.882,1.779,0.678,0.876,0.855,0.876
0440808408,0.864,0.893,1.779,0.658,0.876,0.855,0.876
0440808409,0.874,0.893,1.762,0.678,0.887,0.867,0.887
0440808410,0.874,0.9,1.797,0.665,0.905,0.867,0.905
0440808411,0.874,0.9,1.797,0.665,0.905,0.885,0.905
0440808412,0.874,0.893,1.797,0.665,0.905,0.885,0.905
0440808413,0.874,0.9,1.78,0.665,0.887,0.867,0.887
0440808414,0.892,0.91,1.78,0.651,0.905,0.884,0.905
0440808415,0.892,0.91,1.78,0.651,0.924,0.884,0.924
0440808416,0.892,0.91,1.78,0.651,0.924,0.884,0.924
0440808417,0.9,0.91,1.78,0.657,0.932,0.911,0.932
0440808418,0.9,0.901,1.78,0.657,0.932,0.892,0.932
0440808419,0.9,0.901,1.78,0.657,0.913,0.892,0.913
0440808420,0.9,0.883,1.796,0.657,0.932,0.892,0.932
0440808421,0.909,0.919,1.814,0.657,0.941,0.901,0.941
0440808422,0.918,0.919,1.778,0.657,0.95,0.909,0.95
0440808423,0.918,0.927,1.814,0.672,0.95,0.909,0.95
0440808424,0.918,0.935,1.814,0.664,0.95,0.909,0.95
0440808425,0.909,0.927,1.78,0.657,0.941,0.901,0.941
0440808426,0.909,0.908,1.813,0.657,0.941,0.901,0.941
0440808427,0.909,0.892,1.78,0.664,0.941,0.901,0.941
0440808428,0.909,0.927,1.813,0.664,0.941,0.901,0.941
0440808429,0.909,0.927,1.813,0.657,0.941,0.901,0.941
0440808430,0.909,0.91,1.786,0.657,0.941,0.901,0.941
0440808431,0.909,0.883,1.786,0.657,0.941,0.901,0.941
0440808432,0.909,0.892,1.786,0.657,0.941,0.901,0.941
0440808433,0.927,0.883,1.786,0.657,0.96,0.919,0.96
0440808434,0.927,0.865,1.786,0.651,0.96,0.919,0.96
0440808435,0.909,0.847,1.753,0.651,0.941,0.901,0.941
0440808436,0.918,0.847,1.753,0.651,0.95,0.909,0.95
0440808437,0.918,0.839,1.753,0.651,0.95,0.909,0.95
0440808438,0.927,0.839,1.753,0.651,0.96,0.919,0.96
0440808439,0.927,0.839,1.702,0.651,0.96,0.919,0.96
0440808440,0.927,0.839,1.702,0.651,0.96,0.919,0.96
0440808441,0.918,0.83,1.669,0.651,0.95,0.909,0.95
0440808442,0.927,0.84,1.669,0.651,0.96,0.919,0.96
0440808443,0.927,0.84,1.669,0.624,0.96,0.919,0.96
0440808444,0.927,0.83,1.669,0.631,0.96,0.919,0.96
0440808445,0.927,0.83,1.669,0.618,0.96,0.919,0.96
0440808446,0.927,0.83,1.669,0.618,0.96,0.919,0.96
0440808447,0.937,0.856,1.669,0.618,0.97,0.928,0.97
0440808448,0.937,0.856,1.669,0.612,1.0,0.928,1.0
0440808449,0.937,0.822,1.652,0.612,1.0,0.928,1.0
0440808450,0.937,0.847,1.653,0.612,1.0,0.928,1.0
0440808451,0.946,0.847,1.636,0.604,1.01,0.937,1.01
0440808452,0.937,0.822,1.636,0.604,1.0,0.928,1.0
0440808453,0.937,0.814,1.636,0.598,1.0,0.928,1.0
0440808454,0.937,0.814,1.636,0.611,1.0,0.928,1.0
0440808455,0.946,0.814,1.636,0.594,1.01,0.937,1.01
0440808456,0.946,0.814,1.621,0.6,1.01,0.937,1.01
0440808457,0.946,0.855,1.557,0.589,1.01,0.937,1.01
0440808458,0.946,0.855,1.557,0.589,1.01,0.937,1.01
0440808459,0.946,0.848,1.541,0.595,1.01,0.937,1.01
0440808460,0.876,0.899,1.719,0.558,0.935,0.868,0.935
0440808461,0.876,0.916,1.719,0.576,0.935,0.868,0.935
0440808462,0.884,0.925,1.719,0.57,0.944,0.877,0.944
0440808463,0.884,0.916,1.684,0.582,0.944,0.877,0.944
0440808464,0.884,0.908,1.684,0.582,0.944,0.877,0.944
0440808465,0.895,0.916,1.684,0.582,0.955,0.887,0.955
0440808466,0.896,0.916,1.684,0.582,0.956,0.888,0.956
0440808467,0.894,0.916,1.684,0.582,0.954,0.886,0.954
0440808468,0.895,0.916,1.684,0.572,0.955,0.887,0.955
0440808469,0.895,0.907,1.684,0.559,0.955,0.887,0.955
0440808470,0.895,0.907,1.684,0.564,0.955,0.887,0.955
0440808471,0.895,0.907,1.684,0.572,0.955,0.887,0.955
0440808472,0.876,0.907,1.684,0.564,0.935,0.868,0.935
0440808473,0.876,0.899,1.684,0.564,0.935,0.868,0.935
0440808474,0.884,0.899,1.684,0.552,0.944,0.877,0.944
0440808475,0.884,0.899,1.684,0.569,0.944,0.877,0.944
0440808476,0.914,0.89,1.684,0.569,0.955,0.887,0.955
0440808477,0.884,0.862,1.701,0.57,0.944,0.877,0.944
0440808478,0.903,0.862,1.701,0.576,0.944,0.877,0.944
0440808479,0.895,0.873,1.701,0.559,0.936,0.869,0.936
0440808480,0.903,0.907,1.701,0.576,0.944,0.877,0.944
0440808481,0.903,0.917,1.701,0.588,0.944,0.877,0.944
0440808482,0.877,0.925,1.701,0.582,0.936,0.869,0.936
0440808483,0.877,0.925,1.701,0.588,0.936,0.869,0.936
0440808484,0.867,0.925,1.701,0.582,0.926,0.859,0.926
0440808485,0.877,0.942,1.701,0.594,0.936,0.869,0.936
0440808486,0.867,0.925,1.736,0.581,0.926,0.859,0.926
0440808487,0.867,0.925,1.719,0.594,0.926,0.859,0.926
0440808488,0.867,0.925,1.736,0.594,0.926,0.859,0.926
0440808489,0.867,0.907,1.752,0.6,0.926,0.859,0.926
0440808490,0.867,0.898,1.769,0.6,0.926,0.859,0.926
0440808491,0.867,0.907,1.769,0.6,0.926,0.859,0.926
0440808492,0.867,0.917,1.786,0.594,0.926,0.859,0.926
0440808493,0.859,0.916,1.862,0.594,0.917,0.851,0.917
0440808494,0.859,0.917,1.935,0.594,0.917,0.851,0.917
0440808495,0.877,0.935,1.935,0.594,0.917,0.851,0.917
0440808496,0.877,0.935,1.952,0.594,0.917,0.851,0.917
0440808497,0.877,0.944,1.952,0.6,0.917,0.851,0.917
0440808498,0.859,0.898,1.972,0.594,0.899,0.834,0.899
0440808499,0.859,0.908,2.011,0.6,0.917,0.851,0.917
0440808500,0.877,0.908,2.011,0.606,0.917,0.851,0.917
0440808501,0.877,0.898,2.07,0.606,0.917,0.851,0.917
0440808502,0.859,0.898,2.07,0.606,0.899,0.834,0.899
0440808503,0.859,0.918,2.108,0.6,0.89,0.851,0.89
0440808504,0.868,0.898,2.108,0.624,0.908,0.842,0.908
0440808505,0.868,0.908,2.148,0.619,0.88,0.842,0.88
0440808506,0.859,0.918,2.17,0.625,0.871,0.834,0.871
0440808507,0.868,0.918,2.17,0.619,0.88,0.842,0.88
0440808508,0.859,0.927,2.209,0.619,0.871,0.834,0.871
0440808509,0.859,0.918,2.209,0.625,0.871,0.834,0.871
0440808510,0.859,0.927,2.209,0.639,0.871,0.834,0.871
0440808511,0.859,0.918,2.17,0.64,0.871,0.834,0.871
0440808512,0.85,0.898,2.211,0.632,0.862,0.825,0.862
0440808513,0.85,0.898,2.295,0.646,0.862,0.825,0.862
0440808514,0.85,0.927,2.252,0.657,0.862,0.825,0.862
0440808515,0.842,0.927,2.274,0.659,0.854,0.817,0.854
0440808516,0.842,0.927,2.295,0.657,0.854,0.817,0.854
0440808517,0.842,0.927,2.274,0.665,0.854,0.817,0.854
0440808518,0.842,0.909,2.295,0.671,0.854,0.817,0.854
0440808519,0.842,0.909,2.318,0.671,0.88,0.817,0.88
0440808520,0.842,0.909,2.318,0.678,0.88,0.817,0.88
0440808521,0.834,0.927,2.295,0.678,0.872,0.81,0.872
0440808522,0.834,0.909,2.233,0.678,0.872,0.81,0.872
0440808523,0.825,0.909,2.211,0.685,0.863,0.801,0.863
0440808524,0.825,0.919,2.211,0.678,0.863,0.801,0.863
0440808525,0.825,0.919,2.211,0.685,0.863,0.801,0.863
0440808526,0.825,0.919,2.191,0.685,0.863,0.801,0.863
0440808527,0.803,0.927,2.212,0.678,0.84,0.78,0.84
0440808528,0.825,0.934,2.138,0.685,0.863,0.801,0.863
0440808529,0.825,0.944,2.075,0.685,0.863,0.801,0.863
0440808530,0.786,0.934,2.06,0.685,0.822,0.762,0.822
0440808531,0.786,0.935,1.998,0.685,0.822,0.762,0.822
0440808532,0.795,0.944,1.978,0.685,0.832,0.772,0.832
0440808533,0.795,0.954,1.979,0.678,0.832,0.772,0.832
0440808534,0.786,0.944,2.02,0.678,0.822,0.762,0.822
0440808535,0.769,0.934,2.02,0.685,0.822,0.762,0.822
0440808536,0.769,0.934,2.02,0.685,0.822,0.762,0.822
0440808537,0.769,0.944,1.979,0.685,0.822,0.762,0.822
0440808538,0.76,0.955,1.991,0.685,0.812,0.769,0.812
0440808539,0.76,0.935,1.991,0.685,0.812,0.769,0.812
0440808540,0.76,0.945,1.991,0.685,0.812,0.769,0.812
0440808541,0.769,0.955,1.991,0.685,0.822,0.779,0.822
0440808542,0.769,0.945,1.991,0.685,0.822,0.779,0.822
0440808543,0.76,0.935,1.974,0.685,0.812,0.769,0.812
0440808544,0.76,0.935,1.974,0.685,0.812,0.769,0.812
0440808545,0.76,0.945,1.974,0.685,0.812,0.769,0.812
0440808546,0.776,0.928,1.974,0.685,0.829,0.786,0.829
0440808547,0.76,0.919,1.974,0.685,0.812,0.769,0.812
0440808548,0.776,0.928,1.974,0.685,0.829,0.786,0.829
0440808549,0.776,0.928,1.974,0.685,0.829,0.786,0.829
0440808550,0.776,0.919,1.974,0.685,0.829,0.786,0.829
0440808551,0.776,0.927,1.974,0.685,0.829,0.786,0.829
0440808552,0.786,0.927,1.993,0.685,0.839,0.796,0.839
0440808553,0.769,0.918,1.993,0.685,0.822,0.779,0.822
0440808554,0.795,0.918,1.973,0.685,0.849,0.805,0.849
0440808555,0.795,0.918,1.974,0.685,0.849,0.805,0.849
0440808556,0.795,0.918,1.954,0.685,0.849,0.805,0.849
0440808557,0.795,0.918,1.993,0.685,0.849,0.805,0.849
0440808558,0.795,0.918,1.993,0.692,0.849,0.805,0.849
0440808559,0.82,0.891,1.993,0.692,0.857,0.813,0.857
0440808560,0.828,0.891,1.993,0.692,0.866,0.821,0.866
0440808561,0.82,0.918,1.993,0.692,0.857,0.813,0.857
0440808562,0.82,0.918,2.043,0.692,0.857,0.83,0.857
0440808563,0.82,0.918,2.043,0.692,0.857,0.813,0.857
0440808564,0.828,0.891,2.043,0.692,0.866,0.838,0.866
0440808565,0.828,0.918,2.043,0.699,0.866,0.838,0.866
0440808566,0.828,0.918,2.063,0.712,0.866,0.838,0.866
0440808567,0.836,0.927,2.083,0.712,0.874,0.846,0.874
0440808568,0.836,0.936,2.104,0.712,0.874,0.846,0.874
0440808569,0.846,0.936,2.08,0.712,0.884,0.856,0.884
0440808570,0.836,0.928,2.1,0.712,0.874,0.846,0.874
0440808571,0.846,0.928,2.141,0.726,0.884,0.856,0.884
0440808572,0.854,0.936,2.081,0.726,0.893,0.865,0.893
0440808573,0.878,0.928,2.205,0.733,0.918,0.889,0.918
0440808574,0.878,0.928,2.272,0.733,0.918,0.889,0.918
0440808575,0.888,0.936,2.294,0.726,0.928,0.899,0.928
0440808576,0.897,0.928,2.294,0.726,0.938,0.908,0.938
0440808577,0.888,0.937,2.272,0.733,0.928,0.899,0.928
0440808578,0.897,0.928,2.404,0.733,0.938,0.908,0.938
0440808579,0.888,0.937,2.404,0.733,0.928,0.899,0.928
0440808580,0.897,0.937,2.403,0.733,0.938,0.908,0.938
0440808581,0.897,0.928,2.448,0.74,0.938,0.908,0.938
0440808582,0.897,0.919,2.522,0.756,0.938,0.908,0.938
0440808583,0.888,0.919,2.522,0.756,0.928,0.899,0.928
0440808584,0.897,0.928,2.524,0.756,0.938,0.908,0.938
0440808585,0.888,0.91,2.549,0.764,0.928,0.899,0.928
0440808586,0.905,0.919,2.596,0.764,0.946,0.916,0.946
0440808587,0.905,0.91,2.596,0.793,0.946,0.897,0.946
0440808588,0.905,0.91,2.682,0.793,0.946,0.897,0.946
0440808589,0.905,0.892,2.707,0.771,0.946,0.897,0.946
0440808590,0.905,0.9,2.761,0.771,0.946,0.897,0.946
0440808591,0.905,0.9,2.761,0.786,0.946,0.897,0.946
0440808592,0.905,0.9,2.785,0.779,0.946,0.897,0.946
0440808593,0.914,0.892,2.785,0.764,0.955,0.906,0.955
0440808594,0.905,0.892,2.811,0.764,0.946,0.897,0.946
0440808595,0.914,0.882,2.865,0.779,0.955,0.906,0.955
0440808596,0.914,0.892,2.915,0.779,0.955,0.906,0.955
0440808597,0.905,0.882,2.836,0.779,0.946,0.897,0.946
0440808598,0.905,0.882,2.836,0.756,0.946,0.897,0.946
0440808599,0.905,0.882,2.836,0.764,0.946,0.897,0.946
0440808600,0.905,0.882,2.886,0.779,0.946,0.897,0.946
0440808601,0.905,0.882,2.863,0.756,0.918,0.879,0.918
0440808602,0.897,0.864,2.863,0.756,0.91,0.871,0.91
0440808603,0.897,0.856,2.863,0.742,0.91,0.871,0.91
0440808604,0.893,0.906,2.539,0.762,0.906,0.867,0.906
0440808605,0.861,0.91,2.131,0.804,0.873,0.836,0.873
0440808606,0.869,0.918,2.188,0.804,0.881,0.843,0.881
0440808607,0.869,0.918,2.188,0.804,0.881,0.843,0.881
0440808608,0.878,0.9,2.166,0.803,0.891,0.844,0.891
0440808609,0.852,0.911,2.188,0.796,0.891,0.826,0.891
